,H_Rank,Indeterminate_adj
RF,0.500923893,0.611103766
GBM,0.449695914,0.57614426
SVR,0.467874968,0.567113722
KNN,0.428153319,0.552774318
GLM,0.376231792,0.532985532
NN,0.45598583,0.563361968
