,H_Rank,Indeterminate_adj
RF,0.205242734,0.097398695
GBM,0.218077785,0.102754315
SVR,0.212747035,0.102938853
KNN,0.221058696,0.104697043
GLM,0.229172098,0.10691017
NN,0.214482355,0.103486576
