Grid_ID,Longitude,Latitude,Species_N_All,Species_N_Inf,So_Pi,Df_Pi,Co_Pi,Sk_Pi,Um_Pi,Ra_Pi,Cp_Pi,Pa_Pi,Ck_Pi
734,104.2006131,32.84902169,3130,2716,0.122974963,0.198821797,0.064064801,0.096833579,0.096833579,0.207658321,0.109351988,0.08173785,0.021723122
735,111.847243,34.74606565,448,387,0.108527132,0.255813953,0.049095607,0.093023256,0.095607235,0.188630491,0.111111111,0.087855297,0.010335917
736,94.94515703,35.63321734,38,34,0.088235294,0.029411765,0.058823529,0.205882353,0,0.235294118,0.264705882,0.117647059,0
737,88.99016576,27.59938728,982,840,0.13452381,0.128571429,0.051190476,0.110714286,0.104761905,0.19047619,0.172619048,0.082142857,0.025
738,106.3306,33.81927941,1586,1402,0.110556348,0.199714693,0.062767475,0.108416548,0.109843081,0.185449358,0.105563481,0.092011412,0.025677603
739,131.5991558,45.60083195,506,454,0.081497797,0.160792952,0.026431718,0.143171806,0.09030837,0.182819383,0.198237885,0.107929515,0.008810573
740,121.8698405,29.22169343,17,16,0.1875,0.25,0.0625,0.0625,0,0.0625,0.25,0.125,0
741,113.1338978,39.14670383,994,880,0.1,0.186363636,0.052272727,0.114772727,0.081818182,0.204545455,0.139772727,0.101136364,0.019318182
742,105.3860594,31.1214486,223,194,0.118556701,0.159793814,0.051546392,0.134020619,0.067010309,0.206185567,0.118556701,0.12371134,0.020618557
743,118.434473,24.82910393,567,506,0.130434783,0.239130435,0.033596838,0.102766798,0.061264822,0.211462451,0.100790514,0.112648221,0.007905138
744,82.73514143,40.87834474,57,55,0.090909091,0.218181818,0.054545455,0.272727273,0.018181818,0.109090909,0.090909091,0.072727273,0.072727273
745,123.785696,45.63657166,341,304,0.088815789,0.180921053,0.036184211,0.125,0.078947368,0.184210526,0.1875,0.111842105,0.006578947
746,107.7525768,22.19815287,2015,1737,0.134715026,0.261945884,0.037996546,0.094415659,0.084052965,0.200345423,0.066781808,0.11974669,0
747,109.6509644,28.53578422,1815,1549,0.122659781,0.240800516,0.052937379,0.089089735,0.094254358,0.204002582,0.094899935,0.09360878,0.007746934
748,94.2640526,27.73739911,956,813,0.153751538,0.17097171,0.038130381,0.067650677,0.130381304,0.260762608,0.105781058,0.056580566,0.01599016
749,96.40548316,40.26628978,21,19,0.052631579,0.052631579,0,0.315789474,0,0.263157895,0.210526316,0.105263158,0
750,90.79156479,43.18534783,15,13,0.230769231,0.076923077,0,0.076923077,0.230769231,0.153846154,0.153846154,0.076923077,0
751,107.1793013,40.92581008,92,84,0.142857143,0.226190476,0.035714286,0.130952381,0.035714286,0.202380952,0.202380952,0.023809524,0
752,108.5755852,31.20258921,324,277,0.093862816,0.223826715,0.075812274,0.075812274,0.133574007,0.205776173,0.104693141,0.079422383,0.007220217
753,121.9969528,39.07166107,13,11,0.090909091,0.181818182,0.090909091,0,0,0.454545455,0.181818182,0,0
754,117.3942314,46.06187176,15,14,0.071428571,0.142857143,0,0.071428571,0.142857143,0.285714286,0.142857143,0.071428571,0.071428571
755,85.91986035,31.45794258,8,8,0.125,0.125,0,0,0,0.125,0.125,0.5,0
756,121.3718887,46.75310605,62,58,0.034482759,0.172413793,0.051724138,0.189655172,0.068965517,0.120689655,0.24137931,0.086206897,0.034482759
757,89.3165176,43.88013749,723,624,0.129807692,0.163461538,0.059294872,0.129807692,0.068910256,0.209935897,0.150641026,0.076923077,0.011217949
758,114.5659342,23.94184658,1852,1622,0.136251541,0.254007398,0.042540074,0.09864365,0.082614057,0.194821208,0.086313194,0.102959309,0.001849568
759,108.404588,40.05969671,156,140,0.121428571,0.178571429,0.042857143,0.128571429,0.057142857,0.214285714,0.157142857,0.092857143,0.007142857
760,116.4304046,36.36749861,437,385,0.14025974,0.205194805,0.038961039,0.119480519,0.077922078,0.187012987,0.093506494,0.124675325,0.012987013
761,97.99187954,30.60023696,417,362,0.099447514,0.162983425,0.044198895,0.104972376,0.096685083,0.240331492,0.154696133,0.093922652,0.002762431
762,99.38072556,28.04117824,3299,2888,0.137119114,0.16101108,0.058864266,0.075831025,0.111495845,0.212950139,0.155124654,0.065789474,0.021814404
763,121.3720978,24.36689696,788,659,0.138088012,0.197268589,0.04400607,0.092564492,0.091047041,0.247344461,0.116843703,0.068285281,0.004552352
764,101.0538639,31.76587436,664,576,0.102430556,0.131944444,0.052083333,0.102430556,0.102430556,0.21875,0.192708333,0.085069444,0.012152778
765,118.6919485,36.23285818,182,160,0.1375,0.225,0.04375,0.10625,0.1375,0.1875,0.075,0.0875,0
766,118.1179423,41.60043635,543,491,0.089613035,0.138492872,0.044806517,0.114052953,0.081466395,0.201629328,0.232179226,0.071283096,0.026476578
767,125.7215885,42.72635292,519,445,0.119101124,0.197752809,0.056179775,0.092134831,0.074157303,0.213483146,0.105617978,0.128089888,0.013483146
768,103.9354972,36.38546767,2447,2125,0.121882353,0.208470588,0.059764706,0.090823529,0.097411765,0.208941176,0.12,0.080470588,0.012235294
769,125.1578765,51.91884278,102,81,0.135802469,0.185185185,0.061728395,0.061728395,0.061728395,0.308641975,0.098765432,0.049382716,0.037037037
770,87.34923506,38.10823053,90,83,0.108433735,0.036144578,0.048192771,0.13253012,0.072289157,0.228915663,0.240963855,0.13253012,0
771,104.0040202,35.50224192,2838,2467,0.133765707,0.173490069,0.046615322,0.095662748,0.105796514,0.226591001,0.124037292,0.071341711,0.022699635
772,92.41693826,31.69953065,92,78,0.141025641,0.08974359,0.076923077,0.153846154,0.08974359,0.217948718,0.128205128,0.102564103,0
773,110.6358219,22.22034442,1770,1553,0.141661301,0.239536381,0.03348358,0.101094656,0.093367675,0.207984546,0.063747585,0.117836446,0.00128783
774,96.04761799,29.48414873,2386,2051,0.133593369,0.175524135,0.051194539,0.079960995,0.106289615,0.229156509,0.112627986,0.081423696,0.030229157
775,108.6054786,29.42115733,605,529,0.128544423,0.245746692,0.06805293,0.071833648,0.143667297,0.194706994,0.051039698,0.085066163,0.011342155
776,121.2290177,31.34420785,1114,970,0.141237113,0.212371134,0.037113402,0.126804124,0.069072165,0.203092784,0.094845361,0.108247423,0.007216495
777,111.9802845,40.05454597,523,453,0.134657837,0.205298013,0.048565121,0.116997792,0.052980132,0.21192053,0.139072848,0.077262693,0.013245033
778,116.2867546,34.60096918,218,183,0.169398907,0.153005464,0.076502732,0.092896175,0.06557377,0.278688525,0.049180328,0.103825137,0.010928962
779,97.73887987,39.50323681,39,37,0.081081081,0.054054054,0.054054054,0.081081081,0.108108108,0.351351351,0.162162162,0.081081081,0.027027027
780,122.0384731,43.09815127,223,186,0.075268817,0.209677419,0.037634409,0.150537634,0.096774194,0.215053763,0.080645161,0.123655914,0.010752688
781,93.8356493,35.49464063,177,160,0.13125,0.0625,0.04375,0.175,0.04375,0.1875,0.2625,0.09375,0
782,106.1156924,38.24122583,520,455,0.149450549,0.193406593,0.030769231,0.120879121,0.065934066,0.18021978,0.134065934,0.098901099,0.026373626
783,123.7551767,52.05273974,28,22,0.227272727,0.136363636,0,0.136363636,0.090909091,0.227272727,0.090909091,0.045454545,0.045454545
784,118.32177,43.37143091,389,353,0.067988669,0.175637394,0.042492918,0.099150142,0.082152975,0.203966006,0.178470255,0.144475921,0.005665722
785,84.1319536,30.15287411,294,259,0.193050193,0.084942085,0.073359073,0.146718147,0.030888031,0.131274131,0.212355212,0.127413127,0
786,99.17237107,37.84806468,121,104,0.105769231,0.211538462,0.009615385,0.105769231,0.134615385,0.211538462,0.105769231,0.105769231,0.009615385
787,86.95868817,31.66690258,52,43,0.139534884,0.139534884,0.069767442,0.11627907,0.11627907,0.209302326,0.11627907,0.069767442,0.023255814
788,118.404539,33.58637459,192,172,0.110465116,0.226744186,0.040697674,0.156976744,0.023255814,0.238372093,0.11627907,0.087209302,0
789,119.9374292,45.95693549,185,174,0.074712644,0.166666667,0.051724138,0.103448276,0.063218391,0.218390805,0.229885057,0.074712644,0.017241379
790,83.85843824,31.01283944,22,20,0.1,0.1,0.1,0.15,0.1,0.2,0.1,0.15,0
791,126.1146451,52.3871185,24,20,0.2,0.15,0,0.15,0.1,0.2,0.1,0.05,0.05
792,119.0152367,47.94620105,176,160,0.1,0.15,0.03125,0.15,0.1125,0.15625,0.2,0.09375,0.00625
793,116.4864724,48.82625262,308,270,0.081481481,0.137037037,0.033333333,0.144444444,0.103703704,0.166666667,0.192592593,0.12962963,0.011111111
794,105.8736186,23.26059252,1842,1534,0.133637549,0.278357236,0.039765319,0.095827901,0.084745763,0.207953064,0.058670143,0.101043025,0
795,117.393402,34.54000211,475,418,0.119617225,0.193779904,0.045454545,0.145933014,0.086124402,0.184210526,0.09569378,0.122009569,0.007177033
796,123.966414,46.5244387,216,193,0.088082902,0.212435233,0.03626943,0.134715026,0.067357513,0.165803109,0.170984456,0.10880829,0.015544041
797,108.5282624,33.86516705,2077,1810,0.112154696,0.187845304,0.059116022,0.101104972,0.096685083,0.218232044,0.1,0.103314917,0.021546961
798,108.385203,40.94561046,212,189,0.142857143,0.164021164,0.031746032,0.142857143,0.063492063,0.142857143,0.211640212,0.074074074,0.026455026
799,126.9401655,42.58081366,945,806,0.104218362,0.168734491,0.058312655,0.129032258,0.071960298,0.208436725,0.143920596,0.095533499,0.019851117
800,95.00331973,27.9029554,767,650,0.155384615,0.187692308,0.041538462,0.073846154,0.115384615,0.269230769,0.070769231,0.066153846,0.02
801,78.86116658,35.3592811,49,37,0.081081081,0.054054054,0.108108108,0.135135135,0.054054054,0.378378378,0.081081081,0.054054054,0.054054054
802,95.14866899,28.48980828,804,680,0.154411765,0.188235294,0.039705882,0.079411765,0.113235294,0.264705882,0.073529412,0.067647059,0.019117647
803,94.53227667,31.993945,269,243,0.127572016,0.119341564,0.0781893,0.12345679,0.086419753,0.172839506,0.189300412,0.098765432,0.004115226
804,120.234396,30.78265724,527,451,0.128603104,0.203991131,0.046563193,0.137472284,0.053215078,0.201773836,0.101995565,0.10864745,0.017738359
805,113.8130763,29.36678946,925,805,0.155279503,0.22484472,0.058385093,0.09689441,0.081987578,0.203726708,0.081987578,0.089440994,0.007453416
806,82.54716342,31.63273941,14,14,0.214285714,0,0.071428571,0,0.071428571,0.285714286,0.285714286,0.071428571,0
807,99.90179436,23.56268424,1116,963,0.130841121,0.234683281,0.04569055,0.089304258,0.091381101,0.244029076,0.07788162,0.08411215,0.002076843
808,120.5277403,23.50495953,691,581,0.144578313,0.197934596,0.048192771,0.072289157,0.079173838,0.277108434,0.08605852,0.091222031,0.003442341
809,101.6727138,36.25732089,1400,1233,0.112733171,0.154906732,0.051094891,0.120032441,0.068937551,0.210867802,0.171938362,0.088402271,0.02108678
810,116.8576808,28.3304756,759,656,0.160060976,0.231707317,0.050304878,0.106707317,0.077743902,0.175304878,0.068597561,0.12195122,0.007621951
811,84.61714987,32.10000218,260,235,0.140425532,0.080851064,0.076595745,0.157446809,0.038297872,0.153191489,0.212765957,0.140425532,0
812,115.5987408,24.79893859,1610,1419,0.145877378,0.222692037,0.04298802,0.108527132,0.078928823,0.210711769,0.074700493,0.112755462,0.002818887
813,99.48906175,27.1500679,2688,2285,0.12428884,0.184245077,0.060393873,0.078774617,0.123413567,0.227133479,0.114223195,0.065645514,0.021881838
814,127.1138266,49.85031071,93,85,0.047058824,0.141176471,0.023529412,0.129411765,0.082352941,0.164705882,0.247058824,0.141176471,0.023529412
815,119.4952291,33.50656988,411,366,0.142076503,0.153005464,0.038251366,0.158469945,0.057377049,0.221311475,0.112021858,0.112021858,0.005464481
816,110.689202,29.42749732,1653,1411,0.121899362,0.244507442,0.06378455,0.085046067,0.101346563,0.212615167,0.068745571,0.093550673,0.008504607
817,116.8199422,40.78283238,818,704,0.120738636,0.188920455,0.046875,0.115056818,0.072443182,0.215909091,0.120738636,0.098011364,0.021306818
818,103.3358052,30.13148995,3266,2819,0.125576446,0.199716211,0.059950337,0.090457609,0.114224902,0.207875133,0.102163888,0.079106066,0.020929408
819,105.6204648,26.65814721,918,780,0.123076923,0.241025641,0.065384615,0.078205128,0.094871795,0.224358974,0.097435897,0.074358974,0.001282051
820,108.6480381,26.73593369,842,733,0.159618008,0.260572988,0.055934516,0.081855389,0.095497954,0.200545703,0.057298772,0.088676671,0
821,107.5117577,31.18506511,270,234,0.158119658,0.162393162,0.05982906,0.111111111,0.136752137,0.200854701,0.064102564,0.08974359,0.017094017
822,114.8529964,29.32784809,1952,1688,0.127962085,0.224526066,0.055687204,0.098933649,0.085308057,0.219194313,0.081753555,0.097748815,0.008886256
823,89.20927624,35.70936643,23,23,0.130434783,0.130434783,0.043478261,0,0.043478261,0.304347826,0.130434783,0.217391304,0
824,84.20958615,40.25763876,20,16,0.0625,0.0625,0.0625,0.125,0.0625,0.4375,0.125,0.0625,0
825,80.43056492,40.3779284,45,41,0.073170732,0.097560976,0.048780488,0.268292683,0,0.268292683,0.073170732,0.146341463,0.024390244
826,133.1191604,46.25919401,49,45,0.133333333,0.2,0.022222222,0.2,0.066666667,0.177777778,0.044444444,0.133333333,0.022222222
827,100.8722651,23.64969059,861,751,0.127829561,0.235685752,0.027962716,0.117177097,0.062583222,0.213049268,0.110519308,0.10252996,0.002663116
828,77.03492781,39.55486659,34,33,0.060606061,0.121212121,0.03030303,0.121212121,0.03030303,0.060606061,0.090909091,0.393939394,0.090909091
829,109.6473014,29.42900963,2590,2224,0.127248201,0.238309353,0.055305755,0.086780576,0.091276978,0.210881295,0.090377698,0.09397482,0.005845324
830,92.33361968,37.08857492,57,50,0.2,0.06,0.08,0.16,0.02,0.16,0.22,0.1,0
831,99.41856763,36.08905359,155,133,0.097744361,0.067669173,0.037593985,0.135338346,0.112781955,0.180451128,0.240601504,0.120300752,0.007518797
832,114.9043837,30.21850201,511,444,0.146396396,0.184684685,0.063063063,0.105855856,0.06981982,0.213963964,0.123873874,0.085585586,0.006756757
833,105.1251642,35.55067178,540,476,0.117647059,0.207983193,0.027310924,0.098739496,0.071428571,0.197478992,0.136554622,0.12394958,0.018907563
834,74.90292959,40.4476618,103,91,0.153846154,0.120879121,0.021978022,0.043956044,0.043956044,0.263736264,0.252747253,0.076923077,0.021978022
835,96.05846711,35.76199155,102,90,0.044444444,0.077777778,0.033333333,0.211111111,0.077777778,0.188888889,0.322222222,0.022222222,0.022222222
836,129.5575237,43.17472695,725,629,0.101748808,0.193958665,0.049284579,0.108108108,0.087440382,0.206677266,0.135135135,0.100158983,0.017488076
837,108.0044408,21.65191624,1011,871,0.152698048,0.273249139,0.032146958,0.097588978,0.080367394,0.179104478,0.058553387,0.126291619,0
838,123.2703931,42.98508808,44,40,0.075,0.25,0.025,0.15,0.1,0.2,0.15,0.05,0
839,107.7082151,24.01450034,992,839,0.125148987,0.252681764,0.045292014,0.10965435,0.076281287,0.194278903,0.094159714,0.10250298,0
840,102.8031693,36.32642285,828,731,0.109439124,0.186046512,0.064295486,0.095759234,0.077975376,0.195622435,0.158686731,0.094391245,0.017783858
841,106.594406,27.58991353,577,502,0.131474104,0.239043825,0.059760956,0.077689243,0.107569721,0.197211155,0.06374502,0.105577689,0.017928287
842,133.8525187,47.90024096,110,98,0.173469388,0.204081633,0.040816327,0.112244898,0.102040816,0.255102041,0.040816327,0.051020408,0.020408163
843,103.1174869,32.79239369,1709,1490,0.110067114,0.177181208,0.058389262,0.086577181,0.11409396,0.188590604,0.154362416,0.095302013,0.015436242
844,107.4291162,33.84712599,2774,2423,0.111432109,0.190260008,0.065621131,0.097812629,0.101114321,0.197688816,0.117622782,0.095749071,0.022699133
845,99.85116429,41.46375485,68,60,0.15,0.2,0.066666667,0.116666667,0.016666667,0.183333333,0.183333333,0.083333333,0
846,93.29307937,32.72687532,29,25,0.12,0.08,0.12,0.04,0.12,0.24,0.08,0.2,0
847,78.92302255,40.95663475,165,147,0.170068027,0.149659864,0.054421769,0.170068027,0.054421769,0.142857143,0.136054422,0.081632653,0.040816327
848,96.56671154,39.38900505,15,10,0.1,0.2,0.1,0.1,0,0.3,0.2,0,0
849,114.1064523,22.48128865,905,792,0.126262626,0.220959596,0.03030303,0.116161616,0.054292929,0.213383838,0.11489899,0.123737374,0
850,134.7986433,48.34511753,16,10,0.1,0.3,0.1,0.2,0,0.3,0,0,0
851,94.67302375,42.77106359,17,14,0.071428571,0.214285714,0,0,0.142857143,0.285714286,0.214285714,0.071428571,0
852,109.6714382,23.13153429,932,805,0.120496894,0.279503106,0.032298137,0.106832298,0.091925466,0.178881988,0.088198758,0.099378882,0.002484472
853,73.96691116,38.85301644,63,56,0.160714286,0.035714286,0,0.053571429,0,0.339285714,0.232142857,0.107142857,0.071428571
854,89.44067583,34.84332921,23,23,0.130434783,0.130434783,0.043478261,0,0.043478261,0.304347826,0.130434783,0.217391304,0
855,106.6962051,24.89298057,1569,1363,0.121056493,0.281731475,0.044754219,0.093910492,0.079236977,0.213499633,0.078503302,0.084372707,0.002934703
856,114.5245645,42.65627509,163,154,0.123376623,0.214285714,0.019480519,0.103896104,0.103896104,0.175324675,0.175324675,0.071428571,0.012987013
857,122.1403063,37.3696081,123,102,0.107843137,0.18627451,0.088235294,0.098039216,0.12745098,0.176470588,0.058823529,0.156862745,0
858,85.79869979,47.8409485,83,75,0.106666667,0.106666667,0.026666667,0.12,0.08,0.306666667,0.146666667,0.066666667,0.04
859,103.6450157,39.9178586,60,57,0.087719298,0.122807018,0.01754386,0.140350877,0.035087719,0.210526316,0.315789474,0.070175439,0
860,119.372087,35.44907269,86,68,0.147058824,0.220588235,0.073529412,0.088235294,0.220588235,0.176470588,0,0.044117647,0.029411765
861,102.0359991,32.72611158,1290,1128,0.105496454,0.132092199,0.035460993,0.112588652,0.127659574,0.187056738,0.169326241,0.109042553,0.021276596
862,94.77339076,36.50776085,177,161,0.093167702,0.080745342,0.043478261,0.211180124,0.02484472,0.236024845,0.229813665,0.074534161,0.00621118
863,92.66581345,40.72930617,80,75,0.106666667,0.04,0.053333333,0.146666667,0.066666667,0.213333333,0.24,0.133333333,0
864,100.0056747,22.65394982,901,775,0.121290323,0.249032258,0.052903226,0.095483871,0.081290323,0.242580645,0.065806452,0.089032258,0.002580645
865,83.58102863,41.9700653,153,128,0.1640625,0.2109375,0.078125,0.1484375,0.046875,0.171875,0.109375,0.046875,0.0234375
866,112.8937282,32.95297231,1079,948,0.114978903,0.216244726,0.056962025,0.083333333,0.108649789,0.188818565,0.105485232,0.110759494,0.014767932
867,121.8692601,30.89929597,166,147,0.136054422,0.163265306,0.06122449,0.108843537,0.054421769,0.176870748,0.129251701,0.156462585,0.013605442
868,100.5444185,36.1781879,605,549,0.100182149,0.116575592,0.036429872,0.180327869,0.06557377,0.176684882,0.189435337,0.122040073,0.012750455
869,113.2100154,40.91711596,117,110,0.081818182,0.136363636,0.018181818,0.145454545,0.118181818,0.1,0.209090909,0.154545455,0.036363636
870,92.03153716,33.44622884,92,83,0.120481928,0.048192771,0.120481928,0.180722892,0.072289157,0.192771084,0.192771084,0.072289157,0
871,104.1365287,33.73421052,1261,1091,0.117323556,0.202566453,0.079743355,0.085242896,0.111824015,0.180568286,0.125572869,0.072410632,0.024747938
872,116.2838307,23.16366057,789,671,0.146050671,0.248882265,0.046199702,0.099850969,0.093889717,0.187779434,0.056631893,0.12071535,0
873,102.5479592,38.97325431,427,386,0.124352332,0.129533679,0.049222798,0.113989637,0.051813472,0.212435233,0.202072539,0.082901554,0.033678756
874,80.90497966,33.08741527,27,25,0.08,0.04,0.12,0.12,0.08,0.16,0.2,0.2,0
875,110.7700087,38.296743,808,721,0.095700416,0.196948682,0.066574202,0.102635229,0.083217753,0.184466019,0.138696255,0.104022191,0.027739251
876,102.9638307,34.5607699,1138,1007,0.107249255,0.160873883,0.054617676,0.115193644,0.098311817,0.181727905,0.160873883,0.086395233,0.034756703
877,86.19630458,34.25457826,4,4,0,0.25,0,0,0,0,0.25,0.5,0
878,121.028761,37.0012339,330,289,0.117647059,0.228373702,0.083044983,0.076124567,0.076124567,0.190311419,0.114186851,0.100346021,0.01384083
879,106.4485013,31.15801558,723,630,0.142857143,0.203174603,0.038095238,0.09047619,0.084126984,0.223809524,0.112698413,0.093650794,0.011111111
880,119.2171538,40.63982393,613,524,0.097328244,0.200381679,0.045801527,0.106870229,0.080152672,0.230916031,0.139312977,0.091603053,0.007633588
881,90.29767418,44.93134577,54,43,0.186046512,0.11627907,0,0.069767442,0.093023256,0.255813953,0.23255814,0.023255814,0.023255814
882,86.93024223,28.18374859,328,280,0.164285714,0.092857143,0.053571429,0.103571429,0.085714286,0.139285714,0.260714286,0.089285714,0.010714286
883,97.59141317,40.38197045,170,155,0.122580645,0.187096774,0.04516129,0.135483871,0.019354839,0.161290323,0.187096774,0.090322581,0.051612903
884,107.2784699,38.27065372,10,10,0.1,0.1,0,0.3,0.1,0.2,0.2,0,0
885,85.95690548,42.41662948,856,756,0.092592593,0.12037037,0.062169312,0.169312169,0.055555556,0.175925926,0.189153439,0.121693122,0.013227513
886,116.7874122,27.43705496,1386,1203,0.136325852,0.229426434,0.049875312,0.100581879,0.08312552,0.209476309,0.072319202,0.113050707,0.005818786
887,123.1070317,42.10431651,639,554,0.124548736,0.176895307,0.055956679,0.131768953,0.075812274,0.171480144,0.140794224,0.097472924,0.025270758
888,114.11507,35.57779033,914,806,0.117866005,0.214640199,0.040942928,0.112903226,0.066997519,0.208436725,0.106699752,0.11662531,0.014888337
889,97.3189955,35.00313366,82,75,0.213333333,0.04,0.013333333,0.106666667,0.093333333,0.173333333,0.226666667,0.133333333,0
890,127.3697539,44.33479803,36,31,0.129032258,0.129032258,0.064516129,0.096774194,0.096774194,0.290322581,0.064516129,0.096774194,0.032258065
891,85.09941728,37.68853873,155,141,0.092198582,0.085106383,0.063829787,0.09929078,0.063829787,0.262411348,0.234042553,0.063829787,0.035460993
892,121.1797688,53.00260232,104,87,0.103448276,0.16091954,0.034482759,0.137931034,0.114942529,0.183908046,0.195402299,0.045977011,0.022988506
893,74.46011772,39.74441,134,121,0.132231405,0.115702479,0.024793388,0.066115702,0.041322314,0.256198347,0.223140496,0.090909091,0.049586777
894,100.5952996,26.34632955,1676,1440,0.124305556,0.213888889,0.058333333,0.083333333,0.092361111,0.243055556,0.098611111,0.080555556,0.005555556
895,117.5375096,38.96838367,126,110,0.072727273,0.281818182,0.045454545,0.145454545,0.027272727,0.172727273,0.090909091,0.145454545,0.018181818
896,130.8589018,47.37334411,1708,1487,0.114324143,0.195696032,0.055817081,0.099529254,0.068594486,0.206455952,0.142568931,0.102891728,0.014122394
897,110.6681662,26.74212031,2533,2188,0.138939671,0.226234004,0.050731261,0.095063985,0.095521024,0.207038391,0.087294333,0.094149909,0.005027422
898,116.4868568,45.9678111,15,14,0.071428571,0.142857143,0,0.071428571,0.142857143,0.285714286,0.142857143,0.071428571,0.071428571
899,109.6277695,33.87339649,1511,1319,0.104624716,0.213798332,0.06595906,0.097043215,0.090219864,0.209249431,0.102350265,0.096285064,0.020470053
900,117.6303087,37.98913878,102,93,0.075268817,0.182795699,0.053763441,0.23655914,0.032258065,0.139784946,0.129032258,0.139784946,0.010752688
901,132.8590882,47.84857716,89,83,0.180722892,0.192771084,0.048192771,0.108433735,0.108433735,0.253012048,0.036144578,0.048192771,0.024096386
902,100.499216,27.24032891,3318,2861,0.130723523,0.184201328,0.059769311,0.083537225,0.107654666,0.21391122,0.135267389,0.066759874,0.018175463
903,113.7735134,28.47408728,579,515,0.132038835,0.227184466,0.040776699,0.085436893,0.099029126,0.221359223,0.087378641,0.099029126,0.00776699
904,89.88856619,33.10817929,24,24,0.125,0.166666667,0.041666667,0,0.041666667,0.291666667,0.125,0.208333333,0
905,118.0197194,40.71665755,1266,1114,0.110412926,0.187612208,0.047576302,0.111310592,0.101436266,0.209156194,0.116696589,0.096050269,0.019748654
906,111.6781273,26.73150689,903,785,0.142675159,0.256050955,0.039490446,0.098089172,0.09044586,0.188535032,0.087898089,0.094267516,0.002547771
907,93.45286066,42.62899119,192,169,0.147928994,0.147928994,0.076923077,0.130177515,0.047337278,0.171597633,0.112426036,0.130177515,0.035502959
908,91.83250238,34.31774987,32,26,0.076923077,0.038461538,0.115384615,0.269230769,0.153846154,0.115384615,0.192307692,0.038461538,0
909,83.22426406,46.47838702,875,755,0.103311258,0.136423841,0.042384106,0.125827815,0.082119205,0.194701987,0.190728477,0.094039735,0.030463576
910,115.655009,25.69955448,953,839,0.139451728,0.219308701,0.039332539,0.106078665,0.076281287,0.225268176,0.082240763,0.10727056,0.00476758
911,98.80387565,32.46956541,105,88,0.147727273,0.056818182,0.068181818,0.090909091,0.136363636,0.261363636,0.113636364,0.113636364,0.011363636
912,101.6815323,25.5299253,940,822,0.122871046,0.189781022,0.03163017,0.092457421,0.070559611,0.277372263,0.086374696,0.120437956,0.008515815
913,104.4435434,29.29618238,307,268,0.138059701,0.246268657,0.044776119,0.115671642,0.108208955,0.164179104,0.093283582,0.089552239,0
914,112.8623899,32.06575508,724,630,0.114285714,0.212698413,0.050793651,0.101587302,0.082539683,0.222222222,0.073015873,0.131746032,0.011111111
915,95.4381269,33.00515472,456,397,0.130982368,0.113350126,0.057934509,0.151133501,0.068010076,0.196473552,0.171284635,0.108312343,0.002518892
916,97.59695397,33.24530957,674,586,0.127986348,0.100682594,0.035836177,0.124573379,0.107508532,0.204778157,0.197952218,0.092150171,0.008532423
917,98.72042442,25.25447811,2864,2472,0.135517799,0.220064725,0.050970874,0.102750809,0.091828479,0.233414239,0.074838188,0.086165049,0.004449838
918,111.7493053,30.30805339,472,402,0.141791045,0.223880597,0.067164179,0.087064677,0.087064677,0.174129353,0.106965174,0.106965174,0.004975124
919,114.5080915,23.06028807,1488,1307,0.137719969,0.248661056,0.029839327,0.101759755,0.057383321,0.216526396,0.090283091,0.117061974,0.000765111
920,103.5407178,27.45635768,1780,1531,0.122795558,0.22338341,0.060744611,0.075114304,0.10711953,0.216851731,0.095362508,0.090790333,0.007838014
921,110.6420378,23.13010029,1681,1481,0.147197839,0.25590817,0.039162728,0.083727211,0.089128967,0.199864956,0.08507765,0.099932478,0
922,109.6435608,30.32055117,2578,2233,0.123152709,0.236453202,0.057321988,0.084639498,0.103000448,0.199283475,0.094491715,0.091804747,0.009852217
923,111.7129773,28.52349971,629,547,0.135283364,0.228519196,0.058500914,0.095063985,0.071297989,0.201096892,0.106032907,0.1023766,0.001828154
924,90.31760885,31.36782631,254,224,0.142857143,0.098214286,0.049107143,0.160714286,0.053571429,0.196428571,0.200892857,0.09375,0.004464286
925,106.6290287,26.69320426,1512,1281,0.12490242,0.229508197,0.057767369,0.094457455,0.087431694,0.202966432,0.094457455,0.101483216,0.007025761
926,99.7676344,33.44703622,278,242,0.144628099,0.123966942,0.074380165,0.107438017,0.08677686,0.194214876,0.198347107,0.05785124,0.012396694
927,124.1519004,47.41486409,235,203,0.108374384,0.108374384,0.034482759,0.172413793,0.088669951,0.142857143,0.167487685,0.133004926,0.044334975
928,114.7050941,26.64487616,2097,1813,0.138996139,0.229453944,0.045780474,0.093215665,0.090457805,0.212906784,0.078874793,0.10590182,0.004412576
929,84.4667796,29.34790598,57,49,0.163265306,0.06122449,0.020408163,0.224489796,0.040816327,0.081632653,0.204081633,0.204081633,0
930,100.3010553,29.02199454,2477,2151,0.128312413,0.165039517,0.053463505,0.083682008,0.10460251,0.217108322,0.156206416,0.060901906,0.030683403
931,121.0940482,52.30436425,105,88,0.102272727,0.159090909,0.034090909,0.147727273,0.113636364,0.181818182,0.193181818,0.045454545,0.022727273
932,120.6292895,50.45435038,573,485,0.082474227,0.173195876,0.055670103,0.121649485,0.098969072,0.191752577,0.169072165,0.072164948,0.035051546
933,120.8028166,43.2002645,57,52,0.057692308,0.134615385,0.057692308,0.115384615,0.134615385,0.25,0.192307692,0.038461538,0.019230769
