"Grid_ID","Longitude","Latitude","Species_N_All","Species_N_Inf","MDT","So_Pi","Df_Pi","Co_Pi","Sk_Pi","Um_Pi","Ra_Pi","Cp_Pi","Pa_Pi","Ck_Pi","Determinate","Indeterminate","H","Indeterminate_adj","Determinate_adj","H_Rank"
594,110.7039774,31.20904318,2510,2164,8.98235434,0.120147874,0.233826248,0.056377079,0.085489834,0.108595194,0.199168207,0.088724584,0.096580407,0.011090573,0.353974122,0.646025878,2.0198168657361,0.646331890402324,0.353668109597676,0.670642201834862
595,91.02793873,42.31279506,14,12,6.491807119,0.25,0,0,0.083333333,0.25,0.166666667,0.166666667,0.083333333,0,0.25,0.75,1.7045514448052,0.694855260112245,0.305144739887755,0.0977064220183486
596,109.6358363,32.09928056,1920,1685,9.117909188,0.114540059,0.218397626,0.064688427,0.093768546,0.092581602,0.2,0.094362018,0.106231454,0.015430267,0.332937685,0.667062315,2.0470434027009,0.667118722973154,0.332881277026846,0.81743119266055
597,125.2567345,46.39278628,464,420,7.506876114,0.073809524,0.14047619,0.030952381,0.15,0.092857143,0.171428571,0.197619048,0.128571429,0.014285714,0.214285714,0.785714286,2.0280916811468,0.778692356062594,0.221307643937406,0.714678899082569
598,91.48385135,40.5701748,81,76,5.625811461,0.105263158,0.052631579,0.052631579,0.144736842,0.065789474,0.210526316,0.236842105,0.131578947,0,0.157894737,0.842105263,1.94173482867437,0.796799293082767,0.203200706917233,0.330733944954128
599,101.4783837,38.02021452,270,248,7.971850756,0.120967742,0.120967742,0.032258065,0.14516129,0.040322581,0.221774194,0.205645161,0.10483871,0.008064516,0.241935484,0.758064516,1.96599671264435,0.749395727437185,0.250604272562815,0.419266055045872
600,118.6167468,37.80227534,144,128,9.17812511,0.203125,0.2734375,0.046875,0.0390625,0.1015625,0.15625,0.0625,0.0859375,0.03125,0.4765625,0.5234375,1.96326476848988,0.549295499374693,0.450704500625307,0.409174311926606
601,74.83084137,38.98658056,451,397,7.178121869,0.128463476,0.103274559,0.042821159,0.125944584,0.050377834,0.234256927,0.181360202,0.115869018,0.017632242,0.231738035,0.768261965,2.01504315070959,0.761981701420986,0.238018298579014,0.641284403669725
602,97.02836564,36.75819831,99,87,5.914007624,0.091954023,0.08045977,0.045977011,0.218390805,0.08045977,0.172413793,0.206896552,0.068965517,0.034482759,0.172413793,0.827586207,2.02841810877962,0.790107304488371,0.209892695511629,0.71651376146789
603,115.3582432,37.30307652,271,229,8.149019134,0.069868996,0.183406114,0.065502183,0.144104803,0.104803493,0.174672489,0.109170306,0.131004367,0.017467249,0.25327511,0.74672489,2.0746368040962,0.738620675850737,0.261379324149263,0.944036697247706
604,90.31269452,35.88851612,10,8,7.424272494,0.125,0,0,0,0,0.375,0.125,0.375,0,0.125,0.875,1.25548232517875,0.716944722967294,0.283055277032706,0.0298165137614679
605,88.09017016,43.69049938,1552,1359,7.733175963,0.116261957,0.144223694,0.060338484,0.12656365,0.066961001,0.189845475,0.181015453,0.094922737,0.01986755,0.260485651,0.739514349,2.06771467435407,0.738158026865281,0.261841973134719,0.919266055045872
606,101.5766667,37.13882783,1274,1131,7.728703446,0.120247569,0.156498674,0.046861185,0.111405836,0.073386384,0.192749779,0.16622458,0.107869142,0.024756852,0.276746243,0.723253757,2.07195063722643,0.722013489784334,0.277986510215666,0.939449541284404
607,125.2837968,41.03861816,731,621,7.419207942,0.101449275,0.185185185,0.051529791,0.086956522,0.096618357,0.207729469,0.152979066,0.090177134,0.027375201,0.28663446,0.71336554,2.06454771604571,0.711565736539512,0.288434263460488,0.898165137614679
608,97.99249223,24.99552382,190,157,11.42443668,0.127388535,0.286624204,0.044585987,0.152866242,0.057324841,0.197452229,0.031847134,0.101910828,0,0.414012739,0.585987261,1.87314800854398,0.598515148823546,0.401484851176454,0.189908256880734
609,98.86882101,27.07946551,2196,1888,9.653499599,0.13559322,0.214512712,0.05720339,0.085275424,0.109639831,0.212394068,0.106461864,0.070974576,0.007944915,0.350105932,0.649894068,2.01082479797636,0.650189072560979,0.349810927439021,0.625688073394495
610,115.2969738,36.41972153,136,124,8.312438211,0.088709677,0.161290323,0.032258065,0.129032258,0.080645161,0.225806452,0.14516129,0.096774194,0.040322581,0.25,0.75,2.05884262626182,0.7356803341209,0.2643196658791,0.874311926605505
611,119.926582,51.22616675,104,87,8.542864363,0.103448276,0.16091954,0.034482759,0.137931034,0.114942529,0.183908046,0.195402299,0.045977011,0.022988506,0.264367816,0.735632184,2.02544938795481,0.720106710133288,0.279893289866712,0.696788990825688
612,108.4419946,38.2897205,271,248,7.216539812,0.092741935,0.197580645,0.024193548,0.157258065,0.052419355,0.173387097,0.177419355,0.108870968,0.016129032,0.29032258,0.70967742,1.9950493661185,0.705804500271548,0.294195499728452,0.555045871559633
613,109.6318471,32.98682418,766,672,8.49246469,0.105654762,0.230654762,0.063988095,0.098214286,0.09672619,0.21875,0.077380952,0.099702381,0.008928571,0.336309524,0.663690476,2.00804348547288,0.663960160527226,0.336039839472774,0.61651376146789
614,81.52116449,31.38564385,24,22,11.94845711,0.227272727,0.045454545,0.181818182,0,0.045454545,0.181818182,0.272727273,0.045454545,0,0.272727272,0.727272728,1.73249239314535,0.695899141256233,0.304100858743767,0.105504587155963
615,120.4353458,32.51982219,401,346,10.70288618,0.138728324,0.271676301,0.037572254,0.132947977,0.063583815,0.158959538,0.080924855,0.112716763,0.002890173,0.410404625,0.589595375,1.95355988920323,0.595516463844199,0.404483536155801,0.376146788990826
616,85.97191541,46.0947182,123,103,8.223380339,0.116504854,0.145631068,0.038834951,0.048543689,0.077669903,0.233009709,0.145631068,0.13592233,0.058252427,0.262135922,0.737864078,2.05939950515799,0.723777843448136,0.276222156551864,0.878899082568807
617,98.68093562,33.35099374,99,78,8.651657304,0.141025641,0.166666667,0.076923077,0.102564103,0.153846154,0.179487179,0.115384615,0.064102564,0,0.307692308,0.692307692,2.02728354513905,0.686682687721709,0.313317312278291,0.708256880733945
618,97.19351179,28.73496921,2109,1812,8.686743649,0.131898455,0.167218543,0.05187638,0.094370861,0.108719647,0.212472406,0.125275938,0.083333333,0.024834437,0.299116998,0.700883002,2.07194777465612,0.700433804410949,0.299566195589051,0.938532110091743
619,99.69925869,25.36109179,1709,1449,8.802723319,0.122153209,0.210489993,0.054520359,0.096618357,0.098688751,0.223602484,0.105590062,0.082815735,0.005521049,0.332643202,0.667356798,2.00510986722385,0.667416780749929,0.332583219250071,0.6
620,116.9035733,41.66749728,15,13,5.735624178,0.153846154,0.153846154,0.076923077,0.461538462,0,0.076923077,0,0.076923077,0,0.307692308,0.692307692,1.52470739355485,0.677606664334277,0.322393335665723,0.0605504587155963
621,76.30749155,36.55008689,172,152,6.169557855,0.144736842,0.092105263,0.085526316,0.118421053,0.046052632,0.223684211,0.164473684,0.111842105,0.013157895,0.236842105,0.763157895,2.03795147282595,0.749072163408491,0.250927836591509,0.769724770642202
622,91.14696626,28.14750519,137,112,5.258574306,0.178571429,0.089285714,0.089285714,0.044642857,0.125,0.205357143,0.160714286,0.080357143,0.026785714,0.267857143,0.732142857,2.05622872583425,0.720087556726699,0.279912443273301,0.856880733944954
623,92.78804139,44.90768162,10,9,4.326649141,0,0.333333333,0.111111111,0.111111111,0.111111111,0,0.111111111,0.222222222,0,0.333333333,0.666666667,1.67698777364543,0.669626083399192,0.330373916600808,0.0862385321100917
624,120.4331887,27.38912687,47,39,7.559484378,0.153846154,0.230769231,0.025641026,0.051282051,0.076923077,0.230769231,0.179487179,0.051282051,0,0.384615385,0.615384615,1.86893611175974,0.638113816834508,0.361886183165492,0.185321100917431
625,80.58707597,33.93570725,81,74,7.319642965,0.094594595,0.054054054,0.121621622,0.108108108,0.054054054,0.175675676,0.256756757,0.135135135,0,0.148648649,0.851351351,1.96032438263499,0.802659983934299,0.197340016065701,0.396330275229358
626,113.0613054,37.37807706,418,365,7.083268195,0.093150685,0.208219178,0.04109589,0.120547945,0.095890411,0.230136986,0.120547945,0.082191781,0.008219178,0.301369863,0.698630137,1.99683164235561,0.696680702463632,0.303319297536368,0.560550458715596
627,111.2063939,43.27858085,33,30,10.83493591,0.133333333,0.1,0,0.2,0.033333333,0.233333333,0.233333333,0.033333333,0.033333333,0.233333333,0.766666667,1.84005360486491,0.720911156071838,0.279088843928162,0.16605504587156
628,118.7010563,46.58124749,16,15,6.291283482,0.066666667,0.133333333,0,0.133333333,0.133333333,0.266666667,0.133333333,0.066666667,0.066666667,0.2,0.8,1.96869320896703,0.716504539131707,0.283495460868293,0.425688073394495
629,120.2031155,47.74584691,63,59,8.989554874,0.101694915,0.152542373,0.016949153,0.118644068,0.13559322,0.203389831,0.203389831,0.06779661,0,0.254237288,0.745762712,1.94253035328597,0.721995663803469,0.278004336196531,0.33394495412844
630,90.95780618,33.28191788,122,111,7.015032979,0.171171171,0.108108108,0.117117117,0.09009009,0.045045045,0.18018018,0.216216216,0.072072072,0,0.279279279,0.720720721,1.9797637834533,0.71083192693071,0.28916807306929,0.477064220183486
631,109.6236006,34.7591846,1156,1012,8.172775711,0.102766798,0.210474308,0.057312253,0.092885375,0.099802372,0.211462451,0.112648221,0.089920949,0.022727273,0.313241106,0.686758894,2.05355288824762,0.686334727663421,0.313665272336579,0.845871559633028
632,77.78965227,37.87956504,450,392,7.542013233,0.130102041,0.102040816,0.081632653,0.158163265,0.066326531,0.170918367,0.153061224,0.114795918,0.022959184,0.232142857,0.767857143,2.09875013391231,0.761528330425152,0.238471669574848,0.988990825688073
633,109.6397399,31.21058269,3005,2595,9.053061228,0.114065511,0.224662813,0.064354528,0.087861272,0.102504817,0.197302505,0.099807322,0.096339114,0.013102119,0.338728324,0.661271676,2.03925798877064,0.661368760275374,0.338631239724626,0.779816513761468
634,107.5639628,29.40394254,3743,3231,9.355432342,0.131847725,0.209223151,0.053543794,0.0909935,0.113587125,0.211080161,0.090374497,0.086041473,0.013308573,0.341070876,0.658929124,2.03047268677613,0.659026874371956,0.340973125628044,0.723853211009174
635,117.8830916,28.26412019,1198,1039,8.476659417,0.133782483,0.241578441,0.043310876,0.091434071,0.092396535,0.201154957,0.084696824,0.110683349,0.000962464,0.375360924,0.624639076,1.96901995800347,0.625815209984763,0.374184790015237,0.426605504587156
636,120.1815594,46.84437104,677,584,7.926572339,0.082191781,0.181506849,0.056506849,0.106164384,0.094178082,0.219178082,0.167808219,0.071917808,0.020547945,0.26369863,0.73630137,2.03942103352469,0.733368884948254,0.266631115051746,0.780733944954128
637,110.7791439,39.18158755,317,291,6.685245847,0.096219931,0.171821306,0.037800687,0.12371134,0.075601375,0.18556701,0.158075601,0.120274914,0.030927835,0.268041237,0.731958763,2.07186558069801,0.726699018428949,0.273300981571051,0.937614678899083
638,124.9454856,51.00969658,73,65,9.949215334,0.061538462,0.153846154,0.030769231,0.153846154,0.107692308,0.2,0.230769231,0.046153846,0.015384615,0.215384616,0.784615384,1.96107225145471,0.75090646590883,0.24909353409117,0.402752293577982
639,82.352689,45.10243579,187,157,7.821462047,0.121019108,0.121019108,0.057324841,0.095541401,0.082802548,0.229299363,0.178343949,0.089171975,0.025477707,0.242038216,0.757961784,2.05988156881743,0.74502754879126,0.25497245120874,0.879816513761468
640,113.8947427,31.14724541,209,182,8.222250887,0.126373626,0.247252747,0.049450549,0.076923077,0.10989011,0.181318681,0.126373626,0.082417582,0,0.373626373,0.626373627,1.97227856490176,0.632139775655771,0.367860224344229,0.436697247706422
641,118.4982119,34.46919521,267,236,9.936743868,0.13559322,0.211864407,0.046610169,0.127118644,0.063559322,0.228813559,0.06779661,0.105932203,0.012711864,0.347457627,0.652542373,1.99318556329094,0.654413956609035,0.345586043390965,0.543119266055046
642,90.9283243,28.74474372,525,463,6.558964072,0.13174946,0.101511879,0.058315335,0.13174946,0.090712743,0.194384449,0.17062635,0.110151188,0.010799136,0.233261339,0.766738661,2.06171665338759,0.761388592295353,0.238611407704647,0.888990825688073
643,87.81237694,44.56018778,612,528,8.70984662,0.107954545,0.15719697,0.077651515,0.121212121,0.081439394,0.206439394,0.160984848,0.070075758,0.017045455,0.265151515,0.734848485,2.06505172095993,0.731691650965015,0.268308349034985,0.9
644,123.3993116,39.80505738,55,49,5.558248784,0.183673469,0.163265306,0.102040816,0.081632653,0.06122449,0.265306122,0.06122449,0.040816327,0.040816327,0.346938775,0.653061225,1.99974836850537,0.659335122539949,0.340664877460051,0.576146788990826
645,90.33948358,47.44867374,145,125,6.963147868,0.12,0.16,0.048,0.096,0.12,0.208,0.168,0.072,0.008,0.28,0.72,2.02714501335233,0.711149443910555,0.288850556089445,0.707339449541284
646,115.6181667,40.83831715,977,860,7.853268329,0.103488372,0.196511628,0.053488372,0.098837209,0.084883721,0.197674419,0.15,0.095348837,0.019767442,0.3,0.7,2.05587999424954,0.699095995062943,0.300904004937057,0.854128440366972
647,113.6231411,24.88280762,3132,2720,9.466765896,0.137132353,0.234558824,0.04375,0.105147059,0.086029412,0.212132353,0.075,0.104044118,0.002205882,0.371691177,0.628308823,1.96948033334013,0.628728861592698,0.371271138407302,0.429357798165138
648,127.1111162,50.54445743,3,3,8.078073693,0.333333333,0,0,0.666666667,0,0,0,0,0,0.333333333,0.666666667,0.636514168063764,0.670212401660118,0.329787598339882,0.00596330275229358
649,96.36679832,34.00820715,355,314,6.039708356,0.140127389,0.082802548,0.057324841,0.162420382,0.050955414,0.165605096,0.210191083,0.124203822,0.006369427,0.222929937,0.777070063,2.00935108677039,0.768558265228319,0.231441734771681,0.622018348623853
650,116.3577694,35.484469,173,152,9.484422673,0.098684211,0.296052632,0.059210526,0.098684211,0.059210526,0.190789474,0.098684211,0.098684211,0,0.394736843,0.605263157,1.92529864375129,0.615206896071392,0.384793103928608,0.278899082568807
651,127.8214568,46.09525094,21,20,13.93456583,0.1,0.15,0.1,0.1,0.05,0.15,0.05,0.25,0.05,0.25,0.75,2.05584495467705,0.704185075236779,0.295814924763221,0.853211009174312
652,90.03652197,45.81478356,243,212,7.207731202,0.113207547,0.141509434,0.04245283,0.089622642,0.089622642,0.216981132,0.188679245,0.113207547,0.004716981,0.254716981,0.745283019,2.0079122645101,0.736767451590596,0.263232548409404,0.614678899082569
653,133.4478904,47.11857441,29,27,7.54401762,0.259259259,0.074074074,0.037037037,0.074074074,0,0.259259259,0.074074074,0.185185185,0.037037037,0.333333333,0.666666667,1.83476965286198,0.668644785684099,0.331355214315901,0.162385321100917
654,95.39065563,43.69330155,17,16,7.184517983,0.0625,0.0625,0,0.3125,0.125,0.375,0,0.0625,0,0.125,0.875,1.51108617607361,0.746156914177914,0.253843085822086,0.0591743119266055
655,121.1644975,29.75753281,927,804,8.381521456,0.125621891,0.222636816,0.05721393,0.123134328,0.069651741,0.221393035,0.069651741,0.104477612,0.006218905,0.348258707,0.651741293,1.98918102857559,0.652360354852968,0.347639645147032,0.519266055045872
656,102.6350132,38.09092056,103,94,7.732837695,0.106382979,0.127659574,0.042553191,0.180851064,0.063829787,0.170212766,0.159574468,0.127659574,0.021276596,0.234042553,0.765957447,2.05933266855069,0.744505929219834,0.255494070780166,0.877981651376147
657,119.5637911,43.29137389,352,309,6.947073333,0.087378641,0.181229773,0.029126214,0.122977346,0.048543689,0.174757282,0.210355987,0.110032362,0.035598706,0.268608414,0.731391586,2.02445857483748,0.726459393253633,0.273540606746367,0.691743119266055
658,92.87228919,39.85677213,93,85,5.417995461,0.094117647,0.047058824,0.058823529,0.141176471,0.058823529,0.211764706,0.223529412,0.164705882,0,0.141176471,0.858823529,1.9366300378008,0.813086513191253,0.186913486808747,0.31743119266055
659,89.5732797,43.00896096,474,406,7.564396775,0.162561576,0.142857143,0.051724138,0.15270936,0.083743842,0.18226601,0.096059113,0.103448276,0.024630542,0.305418719,0.694581281,2.08240201556825,0.693071277617942,0.306928722382058,0.965137614678899
660,96.6618669,32.25072571,961,841,7.554842943,0.137931034,0.12960761,0.046373365,0.133174792,0.098692033,0.174791914,0.161712247,0.109393579,0.008323424,0.267538644,0.732461356,2.05893350629846,0.730517512592582,0.269482487407418,0.876146788990826
661,105.0123607,37.31795603,163,137,5.706068769,0.131386861,0.167883212,0.051094891,0.160583942,0.02919708,0.182481752,0.131386861,0.094890511,0.051094891,0.299270073,0.700729927,2.06759522623505,0.695726262991417,0.304273737008583,0.917431192660551
662,119.2906652,31.73955343,1689,1461,8.472497744,0.128678987,0.208761123,0.049281314,0.110198494,0.086926762,0.206023272,0.093086927,0.104722793,0.012320329,0.33744011,0.66255989,2.0315520108589,0.662707330888555,0.337292669111445,0.73302752293578
663,95.5954032,32.12705966,59,56,10.20022779,0.125,0.071428571,0.071428571,0.089285714,0.107142857,0.214285714,0.142857143,0.178571429,0,0.196428571,0.803571429,2.00767784313422,0.760009672827412,0.239990327172588,0.611009174311927
664,93.85276052,40.87805169,30,25,6.247311779,0.04,0.16,0.04,0.08,0.08,0.24,0.16,0.2,0,0.2,0.8,1.91244822531869,0.732473912717229,0.267526087282771,0.23302752293578
665,120.1271143,29.87195971,2347,2002,8.731948615,0.127872128,0.202297702,0.057442557,0.117382617,0.083916084,0.214285714,0.089410589,0.0999001,0.007492507,0.33016983,0.66983017,2.02256792476505,0.669840551143904,0.330159448856096,0.68348623853211
666,88.46442567,30.12993102,18,18,7.80588823,0.055555556,0,0.111111111,0.111111111,0.055555556,0.111111111,0.277777778,0.277777778,0,0.055555556,0.944444444,1.76519052554113,0.779450381971137,0.220549618028863,0.122935779816514
667,127.7488305,41.69320614,121,108,11.50343378,0.12962963,0.212962963,0.074074074,0.101851852,0.064814815,0.222222222,0.12962963,0.055555556,0.009259259,0.342592593,0.657407407,2.00002407700106,0.660068595496755,0.339931404503245,0.578899082568807
668,102.819392,23.79843186,1552,1316,9.203726769,0.126899696,0.247720365,0.050911854,0.106382979,0.077507599,0.223404255,0.070668693,0.091945289,0.004559271,0.374620061,0.625379939,1.96193380017678,0.626298492920234,0.373701507079766,0.407339449541284
669,112.9257601,33.83920387,1100,963,8.694662696,0.102803738,0.206645898,0.061266874,0.101765317,0.094496366,0.212876428,0.082035306,0.118380062,0.01973001,0.309449636,0.690550364,2.05079208860916,0.690000745424223,0.309999254575777,0.83394495412844
670,79.23999767,34.53600297,86,75,7.860797978,0.093333333,0.026666667,0.146666667,0.133333333,0.026666667,0.24,0.186666667,0.133333333,0.013333333,0.12,0.88,1.94687472847179,0.824142562445849,0.175857437554151,0.348623853211009
671,86.49284558,37.04361421,22,19,4.126925249,0.105263158,0,0.105263158,0,0.052631579,0.263157895,0.421052632,0.052631579,0,0.105263158,0.894736842,1.49942263135802,0.762610051664756,0.237389948335244,0.0568807339449541
672,85.38281565,36.83130491,10,8,4.210855023,0.125,0,0.125,0,0.125,0.25,0.25,0.125,0,0.125,0.875,1.73286795139986,0.716944722967294,0.283055277032706,0.106880733944954
673,99.73954659,42.24932953,68,60,6.385884468,0.15,0.2,0.066666667,0.116666667,0.016666667,0.183333333,0.183333333,0.083333333,0,0.35,0.65,1.93498897916172,0.656440156460487,0.343559843539513,0.312844036697248
674,121.8394625,49.44557942,142,124,10.01471024,0.10483871,0.14516129,0.032258065,0.14516129,0.096774194,0.233870968,0.161290323,0.072580645,0.008064516,0.25,0.75,1.9968700514963,0.7356803341209,0.2643196658791,0.561467889908257
675,110.2901209,20.525768,952,837,10.33382513,0.123058542,0.240143369,0.027479092,0.097968937,0.044205496,0.240143369,0.096774194,0.130227001,0,0.363201911,0.636798089,1.89866007167328,0.637865258327088,0.362134741672912,0.213761467889908
676,95.11312002,34.7580567,59,50,9.503034499,0.14,0.08,0.06,0.06,0.18,0.24,0.14,0.1,0,0.22,0.78,1.97160932904984,0.741378026867746,0.258621973132254,0.43394495412844
677,111.6284322,24.02660407,1021,898,8.84667117,0.153674833,0.250556793,0.040089087,0.094654788,0.081291759,0.18596882,0.085746102,0.108017817,0,0.404231626,0.595768374,1.95457527158773,0.597975071397084,0.402024928602916,0.377064220183486
678,116.6511019,25.64375395,1271,1123,8.648015236,0.144256456,0.207479964,0.031166518,0.103294746,0.074799644,0.216384684,0.10507569,0.110418522,0.007123776,0.35173642,0.64826358,1.98864766069108,0.648793453308165,0.351206546691835,0.51651376146789
679,73.7756599,39.33249068,63,56,6.138110279,0.160714286,0.035714286,0,0.053571429,0,0.339285714,0.232142857,0.107142857,0.071428571,0.196428572,0.803571428,1.70318081767198,0.76000967215502,0.23999032784498,0.094954128440367
680,84.39091498,46.64127753,25,21,9.020076907,0.142857143,0.142857143,0,0.047619048,0.333333333,0.238095238,0.047619048,0.047619048,0,0.285714286,0.714285714,1.69879699560996,0.68960106745536,0.31039893254464,0.0935779816513762
681,97.44037524,41.26131354,14,10,10.97785918,0.1,0.2,0.1,0.1,0,0.3,0.2,0,0,0.3,0.7,1.69574253416963,0.678486917047348,0.321513082952652,0.0912844036697248
682,93.30961851,27.33338107,233,202,7.940689113,0.158415842,0.113861386,0.03960396,0.03960396,0.178217822,0.207920792,0.232673267,0.024752475,0.004950495,0.272277228,0.727722772,1.88607010521367,0.72092546618069,0.27907453381931,0.199082568807339
683,92.12849464,37.95904734,37,33,5.118171222,0.212121212,0.060606061,0.060606061,0.212121212,0.03030303,0.090909091,0.181818182,0.151515152,0,0.272727273,0.727272727,1.91744956108998,0.701623797258211,0.298376202741789,0.250917431192661
684,100.7549845,34.41568352,686,598,7.451863133,0.123745819,0.12541806,0.035117057,0.147157191,0.081939799,0.202341137,0.172240803,0.096989967,0.015050167,0.249163879,0.750836121,2.03924177610223,0.747335059516661,0.252664940483339,0.777981651376147
685,109.5964851,40.06861254,153,137,8.328925837,0.087591241,0.175182482,0.03649635,0.116788321,0.051094891,0.248175182,0.153284672,0.094890511,0.03649635,0.262773723,0.737226277,2.01965309983151,0.726161225059785,0.273838774940215,0.667889908256881
686,100.9610069,22.74538294,2403,2062,10.43472741,0.112027158,0.220174588,0.035887488,0.105722599,0.081474297,0.257516974,0.070805044,0.11542192,0.000969932,0.332201746,0.667798254,1.93247277814097,0.667834872562848,0.332165127437152,0.302752293577982
687,97.96909522,24.35912391,1142,980,10.05138809,0.119387755,0.256122449,0.039795918,0.121428571,0.063265306,0.206122449,0.070408163,0.119387755,0.004081633,0.375510204,0.624489796,1.95012101866793,0.625738863653338,0.374261136346662,0.36605504587156
688,87.27237141,34.46025652,4,4,1.375261791,0,0.25,0,0,0,0,0.25,0.5,0,0.25,0.75,1.03972077083992,0.680753884692565,0.319246115307435,0.0188073394495413
689,115.2370884,35.5361214,107,96,6.240252386,0.083333333,0.197916667,0.010416667,0.1875,0.03125,0.21875,0.072916667,0.197916667,0,0.28125,0.71875,1.84139939847334,0.70809419056307,0.29190580943693,0.168807339449541
690,91.75565422,29.78849102,553,476,6.827132388,0.132352941,0.138655462,0.050420168,0.12605042,0.084033613,0.157563025,0.176470588,0.102941176,0.031512605,0.271008403,0.728991597,2.10166992788644,0.725826116407476,0.274173883592524,0.994495412844037
691,120.2347872,34.0661514,8,7,3.467474299,0.285714286,0,0,0,0,0.428571429,0,0.285714286,0,0.285714286,0.714285714,1.07899220795658,0.67952121817008,0.32047878182992,0.0252293577981651
692,110.6820444,28.53428465,809,684,8.227237694,0.116959064,0.24122807,0.051169591,0.100877193,0.106725146,0.204678363,0.064327485,0.106725146,0.007309942,0.358187134,0.641812866,1.99225292477405,0.642917221560796,0.357082778439204,0.535779816513761
693,112.7723184,29.39638303,264,231,7.756180786,0.173160173,0.220779221,0.060606061,0.108225108,0.073593074,0.177489177,0.103896104,0.064935065,0.017316017,0.393939394,0.606060606,2.02961559951659,0.612878672350223,0.387121327649777,0.719266055045872
694,78.98839673,41.52928391,33,27,8.864694075,0.222222222,0.074074074,0.074074074,0.111111111,0,0.296296296,0.148148148,0.074074074,0,0.296296296,0.703703704,1.80005958584684,0.687066167578093,0.312933832421907,0.144954128440367
695,113.979982,32.92226918,100,88,9.966382888,0.136363636,0.193181818,0.045454545,0.147727273,0.034090909,0.170454545,0.079545455,0.136363636,0.056818182,0.329545454,0.670454546,2.06509754041382,0.670489506026231,0.329510493973769,0.900917431192661
696,107.6140227,27.61604896,1190,1027,8.898485376,0.139240506,0.229795521,0.06037001,0.089581305,0.112950341,0.193768257,0.068159688,0.096397274,0.009737098,0.369036027,0.630963973,2.01603355351296,0.631989806424938,0.368010193575062,0.647706422018349
697,101.0314433,22.01273562,3782,3216,10.86705841,0.117537313,0.246268657,0.02829602,0.117537313,0.060634328,0.24409204,0.061256219,0.122823383,0.001554726,0.36380597,0.63619403,1.9021325317395,0.636483495723134,0.363516504276866,0.21651376146789
698,74.80916546,37.14065222,118,105,6.402778519,0.104761905,0.085714286,0.076190476,0.104761905,0.038095238,0.285714286,0.219047619,0.066666667,0.019047619,0.190476191,0.809523809,1.95044243878663,0.780870173217865,0.219129826782135,0.367889908256881
699,85.79260461,48.391048,61,57,7.699227438,0.105263158,0.105263158,0.01754386,0.105263158,0.105263158,0.298245614,0.140350877,0.087719298,0.035087719,0.210526316,0.789473684,1.98628161261868,0.750992504673763,0.249007495326237,0.506422018348624
700,94.01557299,34.62093351,29,25,5.228229898,0.2,0,0,0.08,0.04,0.2,0.28,0.2,0,0.2,0.8,1.65290646122746,0.732473912717229,0.267526087282771,0.0770642201834862
701,116.0352755,45.22746295,15,14,6.633571177,0.071428571,0.142857143,0,0.071428571,0.142857143,0.285714286,0.142857143,0.071428571,0.071428571,0.214285714,0.785714286,1.94591014672311,0.709637705772364,0.290362294227636,0.344495412844037
702,97.90274038,42.66833212,68,60,6.385884468,0.15,0.2,0.066666667,0.116666667,0.016666667,0.183333333,0.183333333,0.083333333,0,0.35,0.65,1.93498897916172,0.656440156460487,0.343559843539513,0.312844036697248
703,111.4320257,44.36588765,93,88,8.365774542,0.159090909,0.193181818,0,0.147727273,0.102272727,0.125,0.170454545,0.102272727,0,0.352272727,0.647727273,1.9204798303047,0.6531411565762,0.3468588434238,0.259633027522936
704,130.6281802,43.08539396,463,396,5.995199774,0.075757576,0.174242424,0.055555556,0.118686869,0.088383838,0.217171717,0.159090909,0.098484848,0.012626263,0.25,0.75,2.03544508964092,0.744882057487843,0.255117942512157,0.756880733944954
705,108.4776874,36.52068304,202,185,5.424066427,0.091891892,0.237837838,0.059459459,0.07027027,0.07027027,0.178378378,0.140540541,0.108108108,0.043243243,0.32972973,0.67027027,2.06154534006781,0.670312940429241,0.329687059570759,0.887155963302752
706,93.27096418,38.11242768,67,60,7.417961205,0.183333333,0.083333333,0.116666667,0.15,0.033333333,0.183333333,0.133333333,0.116666667,0,0.266666666,0.733333334,1.99700330187153,0.713723936130635,0.286276063869365,0.562385321100917
707,121.5236071,47.64734574,71,61,6.79846461,0.098360656,0.147540984,0.016393443,0.114754098,0.114754098,0.196721311,0.180327869,0.049180328,0.081967213,0.24590164,0.75409836,2.05665953192078,0.728293565339181,0.271706434660819,0.858715596330275
708,101.8583979,34.49313851,630,559,6.899327684,0.11627907,0.143112701,0.026833631,0.132379249,0.082289803,0.150268336,0.225402504,0.112701252,0.010733453,0.259391771,0.740608229,2.0140483036584,0.737350264438106,0.262649735561894,0.636697247706422
709,90.30717574,40.40072922,80,75,5.685731554,0.106666667,0.04,0.053333333,0.146666667,0.066666667,0.213333333,0.24,0.133333333,0,0.146666667,0.853333333,1.9266274958641,0.804589304079988,0.195410695920012,0.284403669724771
710,88.92658318,28.41882334,33,28,5.093343892,0.178571429,0.071428571,0.035714286,0.107142857,0.142857143,0.178571429,0.142857143,0.035714286,0.107142857,0.25,0.75,2.07639372182745,0.710814741434612,0.289185258565388,0.947706422018349
711,117.6494546,37.18725319,124,106,6.544933982,0.141509434,0.179245283,0.075471698,0.103773585,0.037735849,0.150943396,0.132075472,0.179245283,0,0.320754717,0.679245283,1.99952197919057,0.677475968347821,0.322524031652179,0.575229357798165
