FlowerID,Inflorescence,OccNum_All,OccNum_Beetles,OccNum_Flies,OccNum_Bees,OccNum_Wasps,OccNum_Butterflies,OccNum_Moths
F00001,I,0.296304745,0.357142857,0.274193548,0.524590164,0.206666667,0.425061425,0.217245241
F00002,I,0.769616788,0.767857143,0.64800759,0.803278689,0.546666667,0.844389844,0.807950728
F00003,I,0.105383212,0.044642857,0.046489564,0.147540984,0.013333333,0.226863227,0.06718925
F00004,I,0.209625912,0.3125,0.200189753,0.327868852,0.133333333,0.271908272,0.168533035
F00005,I,0.033074818,0.017857143,0.021821632,0.049180328,0.033333333,0.060606061,0.021276596
F00006,I,0.084625912,0.035714286,0.124288425,0.06557377,0.073333333,0.131040131,0.034154535
F00007,I,0.060218978,0.035714286,0.122390892,0.049180328,0.06,0.057330057,0.02743561
F00008,I,0.376824818,0.258928571,0.391840607,0.606557377,0.3,0.486486486,0.298992161
F00009,I,0.52600365,0.544642857,0.59487666,0.786885246,0.46,0.616707617,0.41881299
F00011,D,0.079835766,0.008928571,0.045540797,0.06557377,0,0.135954136,0.073348264
F00012,D,0.03854927,0,0.051233397,0.032786885,0.013333333,0.06961507,0.014557671
F00013,I,0.120666058,0.071428571,0.130929791,0.245901639,0.046666667,0.19000819,0.072228443
F00015,I,0.207116788,0.125,0.190702087,0.31147541,0.113333333,0.28992629,0.169652856
F00016,I,0.072308394,0.098214286,0.060721063,0.131147541,0.086666667,0.11957412,0.041993281
F00017,I,0.009580292,0.008928571,0.001897533,0,0.006666667,0.022932023,0.005599104
F00019,I,0.409215328,0.464285714,0.411764706,0.655737705,0.333333333,0.526617527,0.321948488
F00020,I,0.140054745,0.044642857,0.135673624,0.245901639,0.06,0.235053235,0.086786114
F00021,I,0.719206204,0.705357143,0.674573055,0.852459016,0.713333333,0.788697789,0.694848824
F00022,I,0.165145985,0.0625,0.117647059,0.147540984,0.08,0.258804259,0.143337066
F00023,I,0.214187956,0.098214286,0.211574953,0.295081967,0.16,0.278460278,0.180851064
F00024,I,0.166742701,0.044642857,0.172675522,0.196721311,0.046666667,0.221949222,0.142217245
F00026,I,0.276459854,0.142857143,0.25142315,0.344262295,0.2,0.366093366,0.242441209
F00027,I,0.072080292,0.017857143,0.025616698,0.06557377,0.026666667,0.152334152,0.052071669
F00028,I,0.100593066,0.026785714,0.098671727,0.147540984,0.033333333,0.16953317,0.063269877
F00029,I,0.11040146,0.026785714,0.116698292,0.147540984,0.093333333,0.174447174,0.068309071
F00030,I,0.369981752,0.267857143,0.35483871,0.491803279,0.3,0.416871417,0.354983203
F00032,I,0.351961679,0.267857143,0.312144213,0.459016393,0.286666667,0.390663391,0.356103024
F00034,I,0.038321168,0.017857143,0.026565465,0.081967213,0.02,0.09009009,0.011198208
F00035,I,0.006614964,0.008928571,0.000948767,0,0,0.014742015,0.005039194
F00036,I,0.14895073,0.044642857,0.14800759,0.196721311,0.046666667,0.204750205,0.124860022
F00037,I,0.015282847,0,0.028462998,0,0,0.021294021,0.006159015
F00038,I,0.003421533,0,0,0,0,0.011466011,0.00055991
F00039,I,0.154653285,0.026785714,0.087286528,0.163934426,0.013333333,0.281736282,0.127099664
F00041,I,0.009808394,0,0.001897533,0.016393443,0,0.028665029,0.002799552
F00042,I,0.365875912,0.223214286,0.176470588,0.180327869,0.093333333,0.386568387,0.501679731
F00043,I,0.121578467,0.044642857,0.111005693,0.229508197,0.053333333,0.212940213,0.072228443
F00044,I,0.355611314,0.392857143,0.200189753,0.442622951,0.186666667,0.416871417,0.414333707
F00045,I,0.216240876,0.125,0.199240987,0.262295082,0.06,0.348075348,0.153415454
F00046,I,0.129790146,0.035714286,0.132827324,0.147540984,0.033333333,0.176904177,0.109182531
F00047,I,0.258439781,0.169642857,0.214421252,0.327868852,0.24,0.289107289,0.268197088
F00052,I,0.179516423,0.044642857,0.159392789,0.213114754,0.066666667,0.247338247,0.16181411
F00053,I,0.043339416,0.017857143,0.029411765,0.032786885,0,0.0999181,0.018477044
F00054,I,0.09899635,0.026785714,0.096774194,0.131147541,0.02,0.180999181,0.05431131
F00055,I,0.005018248,0,0.001897533,0.016393443,0,0.013923014,0.001119821
F00056,I,0.086222628,0.017857143,0.036053131,0.098360656,0.013333333,0.164619165,0.072228443
F00057,I,0.160127737,0.044642857,0.15654649,0.213114754,0.113333333,0.222768223,0.128779395
F00059,I,0.358804745,0.375,0.409867173,0.573770492,0.36,0.4004914,0.291713326
F00060,I,0.005702555,0,0.014231499,0.016393443,0,0.005733006,0.001119821
F00061,I,0.05725365,0.026785714,0.025616698,0.114754098,0.02,0.143325143,0.020156775
F00062,I,0.128649635,0.080357143,0.117647059,0.245901639,0.066666667,0.207207207,0.085666293
F00063,I,0.113366788,0.035714286,0.114800759,0.147540984,0.033333333,0.185913186,0.073348264
F00065,I,0.049270073,0.017857143,0.035104364,0.131147541,0.02,0.099099099,0.025195969
F00066,I,0.190009124,0.357142857,0.184060721,0.393442623,0.12,0.267813268,0.128779395
F00067,I,0.076642336,0.035714286,0.055028463,0.245901639,0.046666667,0.132678133,0.050391937
F00068,I,0.007071168,0,0.001897533,0.016393443,0,0.016380016,0.004479283
F00069,I,0.026687956,0.017857143,0.017077799,0.098360656,0.02,0.05978706,0.008398656
F00070,I,0.055885036,0.008928571,0.037001898,0.06557377,0,0.110565111,0.036954087
F00071,I,0.086222628,0.035714286,0.054079696,0.147540984,0.033333333,0.171171171,0.052631579
F00074,I,0.105611314,0.053571429,0.045540797,0.114754098,0.033333333,0.233415233,0.062709966
F00075,I,0.109260949,0.080357143,0.075901328,0.229508197,0.1,0.217035217,0.0537514
F00076,I,0.16560219,0.080357143,0.121442125,0.262295082,0.08,0.301392301,0.10806271
F00077,I,0.10629562,0.026785714,0.080645161,0.131147541,0.08,0.19000819,0.070548712
F00078,I,0.042883212,0.026785714,0.046489564,0.180327869,0.046666667,0.062244062,0.023516237
F00079,I,0.076870438,0.017857143,0.046489564,0.163934426,0.026666667,0.136773137,0.058790594
F00080,I,0.176551095,0.053571429,0.112903226,0.196721311,0.033333333,0.300573301,0.14837626
F00081,I,0.042198905,0.017857143,0.04459203,0.098360656,0.026666667,0.079443079,0.016237402
F00083,I,0.22604927,0.107142857,0.178368121,0.245901639,0.1,0.380835381,0.165733483
F00084,I,0.549726277,0.517857143,0.612903226,0.704918033,0.493333333,0.659295659,0.438969765
F00085,I,0.061131387,0.008928571,0.028462998,0.081967213,0,0.129402129,0.041433371
F00086,I,0.113138686,0.089285714,0.092030361,0.098360656,0.02,0.202293202,0.074468085
F00087,I,0.09899635,0.026785714,0.042694497,0.114754098,0.033333333,0.19000819,0.079507279
F00088,I,0.208485401,0.053571429,0.123339658,0.278688525,0.06,0.386568387,0.156774916
F00089,I,0.026916058,0.017857143,0.017077799,0.098360656,0.02,0.060606061,0.008398656
F00090,I,0.001140511,0,0,0,0,0.004095004,0
F00093,I,0.146213504,0.098214286,0.101518027,0.31147541,0.08,0.256347256,0.100223964
F00094,I,0.123175182,0.035714286,0.046489564,0.147540984,0.033333333,0.277641278,0.075027996
F00095,I,0.401687956,0.5,0.439278937,0.672131148,0.34,0.482391482,0.314109742
F00096,I,0.115875912,0.1875,0.117647059,0.147540984,0.026666667,0.17035217,0.079507279
F00097,I,0.393476277,0.267857143,0.155597723,0.278688525,0.206666667,0.419328419,0.543673012
F00098,I,0.063640511,0.017857143,0.038899431,0.131147541,0.026666667,0.123669124,0.04087346
F00099,I,0.136861314,0.035714286,0.055028463,0.147540984,0.033333333,0.244062244,0.126539754
F00102,I,0.044708029,0.008928571,0.019924099,0.032786885,0.013333333,0.090909091,0.033034714
F00103,I,0.124315693,0.035714286,0.118595825,0.147540984,0.033333333,0.174447174,0.105823068
F00105,I,0.002509124,0.008928571,0.0028463,0.032786885,0,0.002457002,0.001119821
F00106,I,0.299270073,0.276785714,0.295066414,0.442622951,0.1,0.465192465,0.201567749
F00107,I,0.000684307,0,0,0,0,0.000819001,0.001119821
F00108,I,0.006386861,0,0.0028463,0.016393443,0,0.012285012,0.005039194
F00109,I,0.004333942,0,0.001897533,0,0,0.011466011,0.001679731
F00112,I,0.043111314,0.017857143,0.018026565,0.06557377,0.02,0.103194103,0.019596865
F00116,I,0.109260949,0.026785714,0.062618596,0.131147541,0.04,0.194922195,0.088465845
F00118,I,0.108576642,0.026785714,0.059772296,0.131147541,0.026666667,0.232596233,0.063829787
F00119,I,0.100593066,0.008928571,0.072106262,0.081967213,0,0.202293202,0.062709966
F00120,I,0.013686131,0,0.020872865,0.016393443,0.02,0.01965602,0.005599104
F00122,I,0.145301095,0.044642857,0.127134725,0.245901639,0.06,0.222768223,0.113101904
F00123,I,0.049270073,0.017857143,0.035104364,0.131147541,0.02,0.099099099,0.025195969
F00125,I,0.11770073,0.026785714,0.140417457,0.147540984,0.04,0.179361179,0.073348264
F00126,I,0.127737226,0.053571429,0.048387097,0.131147541,0.033333333,0.264537265,0.093505039
F00127,I,0.031478102,0.008928571,0.017077799,0.032786885,0.013333333,0.052416052,0.028555431
F00128,I,0.370437956,0.214285714,0.197343454,0.393442623,0.146666667,0.515970516,0.400895857
F00130,I,0.109489051,0.035714286,0.081593928,0.114754098,0.02,0.245700246,0.044792833
F00131,I,0.164917883,0.285714286,0.178368121,0.37704918,0.093333333,0.199017199,0.124860022
F00132,I,0.081888686,0.044642857,0.074952562,0.245901639,0.086666667,0.148239148,0.036954087
F00134,I,0.072308394,0.008928571,0.04459203,0.147540984,0.013333333,0.171990172,0.0268757
F00135,I,0.105155109,0.017857143,0.060721063,0.163934426,0.02,0.171990172,0.096304591
F00137,I,0.427007299,0.330357143,0.223908918,0.278688525,0.213333333,0.442260442,0.565509518
F00138,I,0.067974453,0.017857143,0.052182163,0.131147541,0.02,0.112203112,0.052071669
F00139,I,0.076870438,0.035714286,0.041745731,0.131147541,0.013333333,0.160524161,0.046472564
F00140,I,0.090100365,0.035714286,0.069259962,0.114754098,0.02,0.190827191,0.041993281
F00141,I,0.069114964,0.017857143,0.045540797,0.147540984,0.02,0.144144144,0.036394177
F00142,I,0.001368613,0,0,0,0,0.001638002,0.002239642
F00143,I,0.035812044,0.008928571,0.023719165,0.049180328,0,0.074529075,0.020716685
F00144,I,0.009124088,0,0.009487666,0,0,0.01965602,0.003359462
F00145,I,0.151231752,0.053571429,0.135673624,0.262295082,0.073333333,0.285831286,0.077267637
F00146,I,0.164233577,0.017857143,0.076850095,0.131147541,0,0.31040131,0.139977604
F00147,I,0.15625,0.080357143,0.09487666,0.163934426,0.053333333,0.321048321,0.092945129
F00149,I,0.240191606,0.196428571,0.19829222,0.295081967,0.066666667,0.388206388,0.179171333
F00152,I,0.032846715,0.0625,0.024667932,0.032786885,0.02,0.050778051,0.024636058
F00153,I,0.121350365,0.026785714,0.110056926,0.163934426,0.033333333,0.195741196,0.089025756
F00154,I,0.208941606,0.142857143,0.138519924,0.245901639,0.106666667,0.363636364,0.156215006
F00156,I,0.514142336,0.357142857,0.389943074,0.524590164,0.266666667,0.638001638,0.533034714
F00157,I,0.168567518,0.035714286,0.159392789,0.196721311,0.033333333,0.267813268,0.124860022
F00158,I,0.052463504,0.017857143,0.037001898,0.131147541,0.02,0.103194103,0.029115342
F00162,I,0.126824818,0.035714286,0.125237192,0.147540984,0.033333333,0.176085176,0.106942889
F00163,I,0.160355839,0.053571429,0.146110057,0.180327869,0.04,0.235053235,0.133818589
F00165,I,0.045620438,0.035714286,0.024667932,0.147540984,0.026666667,0.094185094,0.023516237
F00166,I,0.078695255,0.017857143,0.060721063,0.131147541,0.08,0.146601147,0.044792833
F00167,I,0.072536496,0.008928571,0.059772296,0.081967213,0.08,0.131859132,0.042553191
F00169,I,0.181569343,0.089285714,0.172675522,0.245901639,0.193333333,0.277641278,0.123740202
F00170,I,0.213959854,0.071428571,0.210626186,0.245901639,0.133333333,0.286650287,0.180851064
F00171,I,0.025091241,0,0.008538899,0.06557377,0.006666667,0.036036036,0.029115342
F00173,I,0.064781022,0.017857143,0.017077799,0.06557377,0.006666667,0.141687142,0.048152296
F00175,I,0.176551095,0.035714286,0.162239089,0.213114754,0.066666667,0.254709255,0.14837626
F00176,I,0.375,0.25,0.10341556,0.229508197,0.173333333,0.420966421,0.533594625
F00177,I,0.410355839,0.3125,0.200189753,0.245901639,0.206666667,0.426699427,0.552071669
F00178,I,0.268248175,0.294642857,0.272296015,0.344262295,0.22,0.356265356,0.205487122
F00185,I,0.22399635,0.25,0.230550285,0.409836066,0.073333333,0.313677314,0.163493841
F00186,I,0.333941606,0.339285714,0.286527514,0.491803279,0.206666667,0.393120393,0.326427772
F00189,I,0.100593066,0.026785714,0.098671727,0.147540984,0.033333333,0.16953317,0.063269877
F00190,I,0.017791971,0,0.0056926,0.016393443,0.006666667,0.050778051,0.004479283
F00193,I,0.204379562,0.357142857,0.19259962,0.327868852,0.12,0.278460278,0.153975364
F00194,I,0.03125,0.008928571,0.009487666,0.081967213,0.013333333,0.06961507,0.019036954
F00196,I,0.059078467,0.026785714,0.025616698,0.098360656,0.026666667,0.143325143,0.024636058
F00197,I,0.328467153,0.3125,0.355787476,0.655737705,0.366666667,0.396396396,0.252519597
F00198,I,0.13229927,0.196428571,0.111954459,0.278688525,0.086666667,0.191646192,0.098544233
F00200,I,0.468293796,0.553571429,0.561669829,0.721311475,0.473333333,0.555282555,0.339305711
F00201,I,0.002281022,0,0,0,0,0.007371007,0.00055991
F00202,I,0.018932482,0.008928571,0.004743833,0.032786885,0,0.040950041,0.01399776
F00203,I,0.299270073,0.294642857,0.314041746,0.491803279,0.306666667,0.375921376,0.231243001
F00205,I,0.576414234,0.348214286,0.416508539,0.590163934,0.286666667,0.653562654,0.656215006
F00206,I,0.074133212,0.008928571,0.074003795,0.098360656,0.013333333,0.12039312,0.050951848
F00207,I,0.075729927,0.017857143,0.049335863,0.114754098,0.006666667,0.140868141,0.054871221
F00208,I,0.253193431,0.107142857,0.226755218,0.262295082,0.24,0.361179361,0.204927212
F00209,I,0.174498175,0.0625,0.166982922,0.31147541,0.06,0.232596233,0.151175812
F00210,I,0.194571168,0.044642857,0.15085389,0.213114754,0.04,0.312858313,0.161254199
F00211,I,0.158531022,0.044642857,0.14516129,0.245901639,0.06,0.26044226,0.109182531
F00212,I,0.218978102,0.080357143,0.187855787,0.295081967,0.073333333,0.318591319,0.187569989
F00213,I,0.004790146,0,0.0028463,0.016393443,0,0.00982801,0.002799552
F00214,I,0.168111314,0.0625,0.143263757,0.245901639,0.08,0.265356265,0.127659574
F00215,I,0.261633212,0.089285714,0.227703985,0.278688525,0.066666667,0.379197379,0.227883539
F00216,I,0.032846715,0.017857143,0.018975332,0.098360656,0.02,0.074529075,0.012318029
F00217,I,0.030337591,0,0.018975332,0.06557377,0,0.057330057,0.021836506
F00218,I,0.238138686,0.098214286,0.218216319,0.31147541,0.166666667,0.323505324,0.203807391
F00219,I,0.235629562,0.089285714,0.222960152,0.262295082,0.053333333,0.313677314,0.213325868
F00220,I,0.109945255,0.026785714,0.126185958,0.147540984,0.033333333,0.175266175,0.066069429
F00221,I,0.189096715,0.0625,0.185009488,0.213114754,0.046666667,0.279279279,0.14893617
F00222,I,0.245437956,0.160714286,0.049335863,0.131147541,0.033333333,0.296478296,0.353303471
F00223,I,0.130018248,0.035714286,0.112903226,0.163934426,0.02,0.174447174,0.123740202
F00224,I,0.135036496,0.035714286,0.149905123,0.147540984,0.04,0.18018018,0.109182531
F00225,I,0.151231752,0.053571429,0.114800759,0.180327869,0.026666667,0.230958231,0.133818589
F00226,I,0.008439781,0,0.001897533,0,0.006666667,0.025389025,0.001679731
F00227,I,0.080520073,0.026785714,0.127134725,0.081967213,0.046666667,0.112203112,0.037513998
F00228,I,0.049270073,0.017857143,0.035104364,0.131147541,0.02,0.099099099,0.025195969
F00229,I,0.266879562,0.169642857,0.238140417,0.508196721,0.22,0.407043407,0.18980963
F00231,I,0.14165146,0.0625,0.164136622,0.180327869,0.086666667,0.240786241,0.068868981
F00232,I,0.050410584,0.017857143,0.022770398,0.114754098,0.02,0.10974611,0.028555431
F00233,I,0.164005474,0.053571429,0.133776091,0.196721311,0.046666667,0.235053235,0.14893617
F00234,I,0.115875912,0.080357143,0.105313093,0.262295082,0.14,0.140868141,0.100223964
F00236,I,0.099452555,0.044642857,0.068311195,0.098360656,0.006666667,0.18018018,0.073908175
F00237,I,0.171304745,0.116071429,0.086337761,0.229508197,0.086666667,0.194103194,0.214445689
F00238,I,0.430428832,0.482142857,0.465844402,0.68852459,0.393333333,0.51023751,0.346024636
F00239,I,0.136177007,0.035714286,0.149905123,0.147540984,0.04,0.182637183,0.110302352
F00240,I,0.144388686,0.035714286,0.136622391,0.163934426,0.04,0.196560197,0.128219485
F00241,I,0.125684307,0.044642857,0.126185958,0.229508197,0.053333333,0.211302211,0.074468085
F00243,I,0.013458029,0.017857143,0.003795066,0.016393443,0.006666667,0.031122031,0.007278835
F00244,I,0,0,0,0,0,0,0
F00245,I,0.184078467,0.071428571,0.171726755,0.229508197,0.113333333,0.257985258,0.152295633
F00246,I,0.087135036,0.026785714,0.138519924,0.049180328,0.046666667,0.124488124,0.039753639
F00248,I,0.305428832,0.223214286,0.286527514,0.393442623,0.22,0.334971335,0.305711086
F00249,I,0.17495438,0.071428571,0.147058824,0.213114754,0.06,0.263718264,0.145576708
F00250,I,0.006158759,0,0.003795066,0.032786885,0,0.013923014,0.002239642
F00252,I,0.301551095,0.196428571,0.267552182,0.344262295,0.206666667,0.387387387,0.276035834
F00253,I,0.229242701,0.133928571,0.174573055,0.344262295,0.12,0.262080262,0.250279955
F00254,I,0.206660584,0.053571429,0.203036053,0.262295082,0.133333333,0.297297297,0.160694289
F00255,I,0.257755474,0.303571429,0.169829222,0.393442623,0.126666667,0.322686323,0.268756999
F00256,I,0.128193431,0.035714286,0.120493359,0.147540984,0.04,0.182637183,0.10806271
F00257,I,0.131614964,0.026785714,0.056925996,0.196721311,0.046666667,0.295659296,0.075027996
F00261,I,0.206660584,0.178571429,0.232447818,0.426229508,0.286666667,0.235872236,0.159014558
F00262,D,0.13754562,0.071428571,0.144212524,0.196721311,0.08,0.221949222,0.082866741
F00263,D,0.015282847,0,0.009487666,0.016393443,0.026666667,0.04013104,0.001679731
F00264,D,0.064781022,0.017857143,0.017077799,0.06557377,0.006666667,0.141687142,0.048152296
F00268,D,0.382071168,0.321428571,0.233396584,0.393442623,0.226666667,0.48976249,0.412653975
F00274,D,0.015282847,0,0.009487666,0.016393443,0.026666667,0.04013104,0.001679731
F00275,D,0.111541971,0.017857143,0.013282732,0.098360656,0,0.164619165,0.14893617
F00276,D,0.015282847,0,0.009487666,0.016393443,0.026666667,0.04013104,0.001679731
F00277,D,0.015282847,0,0.009487666,0.016393443,0.026666667,0.04013104,0.001679731
F00279,D,0.364051095,0.4375,0.394686907,0.672131148,0.373333333,0.446355446,0.273796193
F00281,D,0.030337591,0.026785714,0.019924099,0.114754098,0.013333333,0.052416052,0.020156775
F00282,D,0.004562044,0,0.000948767,0.032786885,0,0.013923014,0
F00283,D,0.254105839,0.151785714,0.081593928,0.196721311,0.066666667,0.297297297,0.350503919
F00284,D,0.109260949,0.178571429,0.076850095,0.180327869,0.06,0.174447174,0.08118701
F00285,D,0.152600365,0.223214286,0.126185958,0.147540984,0.12,0.230958231,0.113101904
F00286,D,0.373403285,0.357142857,0.191650854,0.508196721,0.206666667,0.461916462,0.430571109
F00287,D,0.272582117,0.375,0.288425047,0.540983607,0.353333333,0.329238329,0.20212766
F00288,D,0.273038321,0.375,0.25142315,0.475409836,0.32,0.355446355,0.212206047
F00289,D,0.014826642,0.017857143,0.0056926,0.016393443,0,0.037674038,0.005599104
F00292,D,0.149635036,0.053571429,0.14800759,0.131147541,0.12,0.23996724,0.097984323
F00293,D,0.14689781,0.142857143,0.105313093,0.196721311,0.06,0.254709255,0.103583427
F00294,D,0.325273723,0.330357143,0.315939279,0.360655738,0.273333333,0.405405405,0.278835386
F00296,D,0.055656934,0.026785714,0.031309298,0.147540984,0.04,0.121212121,0.025195969
F00297,D,0.006843066,0,0.001897533,0,0,0.015561016,0.005039194
F00299,D,0.016879562,0,0.016129032,0.016393443,0,0.036855037,0.006159015
F00301,D,0.112226277,0.026785714,0.013282732,0.114754098,0,0.165438165,0.14893617
F00303,D,0.078010949,0.0625,0.056925996,0.131147541,0.02,0.150696151,0.044792833
F00304,D,0.20620438,0.232142857,0.174573055,0.31147541,0.18,0.325143325,0.140537514
F00305,I,0.052235401,0.071428571,0.037001898,0.131147541,0.02,0.091728092,0.033034714
F00306,I,0.283531022,0.321428571,0.284629981,0.393442623,0.2,0.434070434,0.180851064
F00307,I,0.313412409,0.223214286,0.314990512,0.409836066,0.3,0.447993448,0.223964166
F00309,I,0.000456204,0,0.001897533,0,0,0,0
F00310,I,0.080291971,0.071428571,0.134724858,0.081967213,0.126666667,0.087633088,0.039753639
F00311,I,0.013686131,0.017857143,0.007590133,0.016393443,0.013333333,0.027846028,0.007278835
F00312,I,0.664005474,0.571428571,0.579696395,0.868852459,0.546666667,0.755937756,0.659574468
F00313,I,0.364051095,0.3125,0.212523719,0.360655738,0.18,0.432432432,0.425531915
F00314,I,0.413093066,0.4375,0.443074004,0.655737705,0.426666667,0.542178542,0.296192609
F00315,I,0.020529197,0,0.018975332,0.032786885,0,0.034398034,0.014557671
F00316,I,0.113822993,0.0625,0.158444023,0.06557377,0.066666667,0.147420147,0.073348264
F00317,I,0.203010949,0.232142857,0.204933586,0.327868852,0.2,0.281736282,0.142217245
F00318,I,0.189096715,0.151785714,0.20398482,0.393442623,0.153333333,0.273546274,0.120940649
F00319,I,0.015054745,0,0.0056926,0.016393443,0.006666667,0.038493038,0.006159015
F00320,I,0.325729927,0.214285714,0.268500949,0.524590164,0.26,0.473382473,0.264277716
F00321,I,0.369981752,0.339285714,0.34914611,0.62295082,0.433333333,0.473382473,0.299552072
F00322,I,0.13754562,0.071428571,0.170777989,0.081967213,0.08,0.21048321,0.078947368
F00323,I,0.41149635,0.276785714,0.263757116,0.459016393,0.173333333,0.532350532,0.442889138
F00324,I,0.194343066,0.205357143,0.243833017,0.31147541,0.126666667,0.265356265,0.117581187
F00325,I,0.256843066,0.169642857,0.290322581,0.459016393,0.32,0.325962326,0.183090705
F00326,I,0.056341241,0.026785714,0.119544592,0.032786885,0.046666667,0.04995905,0.0268757
F00327,I,0.402828467,0.348214286,0.395635674,0.704918033,0.453333333,0.542997543,0.300111982
F00328,I,0.191149635,0.223214286,0.225806452,0.278688525,0.166666667,0.262899263,0.118701008
F00329,I,0.070483577,0.026785714,0.121442125,0.06557377,0.053333333,0.09009009,0.031354983
F00330,I,0.067974453,0.026785714,0.133776091,0.032786885,0.053333333,0.071253071,0.031914894
F00331,I,0.065693431,0.026785714,0.119544592,0.049180328,0.046666667,0.076986077,0.030795073
F00332,I,0.469206204,0.294642857,0.34629981,0.606557377,0.353333333,0.596232596,0.470884658
F00333,D,0.243385036,0.25,0.214421252,0.459016393,0.226666667,0.358722359,0.17525196
F00334,I,0.116788321,0.098214286,0.057874763,0.147540984,0.026666667,0.211302211,0.09462486
F00335,I,0.070939781,0.0625,0.032258065,0.163934426,0.04,0.152334152,0.038073908
F00336,I,0.027372263,0.035714286,0.006641366,0.049180328,0.006666667,0.065520066,0.01399776
F00337,I,0.212591241,0.080357143,0.133776091,0.147540984,0.06,0.407862408,0.14893617
F00338,I,0.156934307,0.053571429,0.10341556,0.213114754,0.046666667,0.312039312,0.096304591
F00341,I,0.015282847,0.053571429,0.011385199,0.06557377,0,0.014742015,0.015117581
F00342,I,0.015739051,0.053571429,0.012333966,0.06557377,0,0.015561016,0.015117581
F00343,I,0.015282847,0.053571429,0.011385199,0.06557377,0,0.014742015,0.015117581
F00344,I,0.015282847,0.053571429,0.011385199,0.06557377,0,0.014742015,0.015117581
F00345,I,0.032618613,0.071428571,0.019924099,0.081967213,0,0.056511057,0.022396417
F00346,I,0.004333942,0,0.000948767,0,0,0.014742015,0
F00347,I,0.097855839,0.026785714,0.055028463,0.06557377,0.013333333,0.207207207,0.061030235
F00348,I,0.006158759,0,0.001897533,0.016393443,0,0.016380016,0.002239642
F00349,I,0.098540146,0.035714286,0.055028463,0.131147541,0.013333333,0.239148239,0.038073908
F00350,I,0.114963504,0.026785714,0.071157495,0.081967213,0,0.26044226,0.057670773
F00351,I,0.119981752,0.044642857,0.074003795,0.114754098,0.04,0.245700246,0.072788354
F00352,I,0.024406934,0.008928571,0.019924099,0.049180328,0.006666667,0.057330057,0.006159015
F00353,I,0.00729927,0,0.003795066,0,0,0.013104013,0.006718925
F00354,I,0.039917883,0.008928571,0.018026565,0.049180328,0.013333333,0.076167076,0.031914894
F00355,I,0.068202555,0.017857143,0.033206831,0.06557377,0.013333333,0.138411138,0.048712206
F00356,I,0.058166058,0.008928571,0.035104364,0.049180328,0.02,0.111384111,0.041993281
F00357,I,0.008439781,0,0.001897533,0.016393443,0,0.016380016,0.007838746
F00358,I,0.054972628,0.035714286,0.029411765,0.114754098,0.02,0.125307125,0.024076148
F00359,I,0.126824818,0.017857143,0.025616698,0.049180328,0,0.244062244,0.126539754
F00360,I,0.094662409,0.026785714,0.05028463,0.06557377,0.02,0.197379197,0.062150056
F00361,I,0.09899635,0.035714286,0.081593928,0.213114754,0.06,0.158886159,0.071668533
F00362,I,0.11245438,0.026785714,0.04459203,0.081967213,0.02,0.230958231,0.085666293
F00363,I,0.022125912,0,0.016129032,0.016393443,0.006666667,0.04013104,0.016237402
F00364,I,0.024863139,0,0.028462998,0.032786885,0,0.04013104,0.015677492
F00365,I,0.002509124,0,0,0,0,0.009009009,0
F00366,I,0.130018248,0.151785714,0.105313093,0.344262295,0.18,0.1998362,0.083986562
F00367,I,0.087819343,0.035714286,0.023719165,0.032786885,0.006666667,0.217854218,0.048712206
F00368,I,0.136405109,0.053571429,0.10626186,0.196721311,0.06,0.25962326,0.079507279
F00369,I,0.013458029,0.008928571,0.004743833,0.016393443,0.013333333,0.034398034,0.004479283
F00370,I,0.007527372,0,0.003795066,0,0.006666667,0.018018018,0.003359462
F00371,I,0.002737226,0,0.000948767,0,0.006666667,0.007371007,0.00055991
F00372,I,0.051779197,0.107142857,0.030360531,0.114754098,0.013333333,0.079443079,0.043113102
F00373,I,0.223083942,0.133928571,0.152751423,0.245901639,0.14,0.368550369,0.176931691
F00374,I,0.121350365,0.160714286,0.147058824,0.131147541,0.06,0.175266175,0.071668533
F00375,I,0.017563869,0.026785714,0.010436433,0.016393443,0.013333333,0.027846028,0.014557671
F00376,I,0.217837591,0.178571429,0.190702087,0.459016393,0.266666667,0.316134316,0.156774916
F00377,I,0.176322993,0.071428571,0.19259962,0.180327869,0.08,0.305487305,0.092945129
F00378,I,0.057025547,0,0.033206831,0.131147541,0.013333333,0.143325143,0.016797312
F00379,I,0.20415146,0.205357143,0.168880455,0.278688525,0.1,0.325143325,0.14837626
F00380,I,0.13959854,0.223214286,0.165085389,0.278688525,0.166666667,0.149058149,0.105823068
F00381,I,0.085310219,0.071428571,0.147058824,0.049180328,0.073333333,0.092547093,0.047032475
F00382,I,0.121122263,0.169642857,0.160341556,0.295081967,0.233333333,0.104832105,0.090705487
F00384,I,0.577782847,0.651785714,0.453510436,0.737704918,0.42,0.657657658,0.599664054
F00386,I,0.116788321,0.25,0.095825427,0.147540984,0.033333333,0.146601147,0.106382979
F00387,I,0.096031022,0.071428571,0.108159393,0.213114754,0.093333333,0.133497133,0.061030235
F00388,I,0.165145985,0.035714286,0.149905123,0.278688525,0.04,0.302211302,0.09518477
F00389,I,0.004333942,0,0.004743833,0,0,0.001638002,0.006718925
F00391,I,0.029881387,0.044642857,0.037001898,0.049180328,0.053333333,0.039312039,0.015677492
