Grid_ID,H_Rank,H_Rank_NoSo,H_Rank_NoDf,H_Rank_NoCo,H_Rank_NoSk,H_Rank_NoUm,H_Rank_NoRa,H_Rank_NoCp,H_Rank_NoPa,H_Rank_NoCk
18,0.5155963302752293,0.4944954128440367,0.6458715596330276,0.4522935779816514,0.5082568807339449,0.48990825688073397,0.47155963302752296,0.4798165137614679,0.5110091743119266,0.6119266055045871
19,0.44954128440366975,0.44036697247706424,0.4908256880733945,0.381651376146789,0.45504587155963305,0.3798165137614679,0.44862385321100917,0.5211009174311927,0.4577981651376147,0.5275229357798165
20,0.908256880733945,0.9,0.8605504587155963,0.8954128440366973,0.8889908256880734,0.9293577981651376,0.8944954128440367,0.8880733944954129,0.8724770642201835,0.9486238532110092
21,0.4972477064220184,0.4990825688073395,0.3853211009174312,0.5174311926605505,0.5266055045871559,0.44770642201834865,0.5412844036697247,0.43027522935779816,0.4779816513761468,0.6247706422018349
22,0.43990825688073393,0.4917431192660551,0.32064220183486236,0.9353211009174311,0.4123853211009174,0.37110091743119267,0.4123853211009174,0.4105504587155963,0.5793577981651377,0.21055045871559633
23,0.8357798165137614,0.8275229357798165,0.7605504587155963,0.7963302752293578,0.8155963302752294,0.9220183486238532,0.7779816513761468,0.8376146788990826,0.8,0.8871559633027523
24,0.36972477064220183,0.3522935779816514,0.43027522935779816,0.3706422018348624,0.3669724770642202,0.318348623853211,0.3256880733944954,0.3605504587155963,0.326605504587156,0.4798165137614679
25,0.5899082568807339,0.5678899082568807,0.6321100917431193,0.5880733944954128,0.5825688073394495,0.5275229357798165,0.6055045871559633,0.563302752293578,0.555045871559633,0.6238532110091743
26,0.9348623853211009,0.9422018348623853,0.9990825688073395,0.8844036697247707,0.9541284403669725,0.9486238532110092,0.8422018348623853,0.9045871559633027,0.9238532110091743,0.5348623853211009
27,0.7954128440366972,0.7798165137614679,0.9211009174311927,0.691743119266055,0.8,0.7412844036697248,0.7422018348623853,0.7559633027522936,0.7724770642201835,0.8522935779816514
28,0.4871559633027523,0.46972477064220186,0.6522935779816513,0.4504587155963303,0.4889908256880734,0.44678899082568807,0.46972477064220186,0.4706422018348624,0.4871559633027523,0.47522935779816516
29,0.03486238532110092,0.035321100917431195,0.02431192660550459,0.0426605504587156,0.016972477064220184,0.044036697247706424,0.02431192660550459,0.05091743119266055,0.05,0.03577981651376147
30,0.004128440366972477,0.006880733944954129,0.005045871559633028,0.004128440366972477,0.006880733944954129,0.0022935779816513763,0.003211009174311927,0.005504587155963303,0.005045871559633028,0.004128440366972477
31,0.9972477064220183,0.9972477064220183,0.998165137614679,0.9917431192660551,0.998165137614679,0.9935779816513761,0.9944954128440368,0.9963302752293578,0.9954128440366973,0.9614678899082569
32,0.8623853211009175,0.8486238532110092,0.8431192660550458,0.9201834862385321,0.8541284403669724,0.8559633027522936,0.8174311926605504,0.846788990825688,0.8137614678899082,0.8889908256880734
33,0.10458715596330276,0.09357798165137615,0.09357798165137615,0.0963302752293578,0.17522935779816515,0.0944954128440367,0.12293577981651377,0.10825688073394496,0.0981651376146789,0.11100917431192661
34,0.3871559633027523,0.37339449541284403,0.336697247706422,0.5229357798165137,0.3596330275229358,0.44220183486238535,0.4651376146788991,0.37889908256880733,0.3889908256880734,0.24495412844036699
35,0.24403669724770644,0.28623853211009176,0.25504587155963304,0.18623853211009175,0.3220183486238532,0.25596330275229356,0.30642201834862387,0.22568807339449543,0.24220183486238533,0.3155963302752294
36,0.8119266055045872,0.8110091743119267,0.7311926605504587,0.8256880733944955,0.7862385321100918,0.7981651376146789,0.8247706422018348,0.8486238532110092,0.8018348623853211,0.7871559633027523
37,0.27477064220183484,0.2481651376146789,0.21330275229357798,0.20963302752293578,0.2545871559633027,0.576605504587156,0.2555045871559633,0.231651376146789,0.29495412844036695,0.35
38,0.43761467889908257,0.42477064220183486,0.3376146788990826,0.5972477064220183,0.42018348623853213,0.44403669724770645,0.4972477064220184,0.40091743119266054,0.48440366972477067,0.381651376146789
39,0.27339449541284405,0.25045871559633026,0.21651376146788992,0.6834862385321101,0.23761467889908258,0.2018348623853211,0.22568807339449543,0.22201834862385322,0.24587155963302754,0.3486238532110092
40,0.681651376146789,0.6963302752293578,0.691743119266055,0.7311926605504587,0.6477064220183486,0.7394495412844037,0.5963302752293578,0.6412844036697247,0.6330275229357798,0.7321100917431193
41,0.5935779816513761,0.5660550458715596,0.463302752293578,0.5385321100917431,0.6385321100917432,0.4944954128440367,0.5495412844036697,0.5486238532110091,0.5990825688073395,0.8908256880733945
42,0.17706422018348625,0.19541284403669726,0.15688073394495414,0.163302752293578,0.16055045871559634,0.20091743119266056,0.23302752293577983,0.1559633027522936,0.16238532110091744,0.20091743119266056
43,0.9880733944954129,0.9880733944954129,0.9697247706422019,0.9834862385321101,0.9954128440366973,0.9733944954128441,0.9403669724770642,0.9853211009174312,0.9944954128440368,0.9587155963302753
44,0.7972477064220184,0.8155963302752294,0.8889908256880734,0.7614678899082569,0.8128440366972477,0.7422018348623853,0.808256880733945,0.7376146788990826,0.7862385321100918,0.6385321100917432
45,0.26880733944954127,0.24954128440366974,0.3302752293577982,0.27339449541284405,0.27155963302752295,0.23211009174311928,0.29541284403669726,0.281651376146789,0.25045871559633026,0.3321100917431193
46,0.8385321100917431,0.8403669724770643,0.7688073394495413,0.8871559633027523,0.8660550458715597,0.8220183486238533,0.8513761467889909,0.9284403669724771,0.8165137614678899,0.6284403669724771
47,0.3128440366972477,0.29724770642201837,0.25045871559633026,0.23853211009174313,0.28440366972477066,0.6128440366972477,0.26605504587155965,0.25321100917431194,0.30825688073394497,0.4073394495412844
48,0.5403669724770642,0.5165137614678899,0.6431192660550459,0.5266055045871559,0.5256880733944954,0.5119266055045871,0.4981651376146789,0.5155963302752293,0.5027522935779817,0.6091743119266055
49,0.7412844036697248,0.7229357798165138,0.6422018348623854,0.7403669724770642,0.7018348623853211,0.7036697247706422,0.718348623853211,0.7752293577981652,0.726605504587156,0.8761467889908257
50,0.9587155963302753,0.9513761467889909,0.9302752293577982,0.9541284403669725,0.9458715596330275,0.9477064220183486,0.9605504587155963,0.9440366972477064,0.9513761467889909,0.9678899082568807
51,0.20275229357798166,0.18807339449541285,0.17155963302752295,0.20458715596330276,0.3091743119266055,0.1559633027522936,0.1871559633027523,0.2,0.36972477064220183,0.20733944954128442
52,0.25963302752293577,0.23669724770642203,0.20642201834862386,0.6568807339449542,0.22385321100917432,0.1926605504587156,0.21559633027522937,0.21559633027522937,0.24403669724770644,0.3339449541284404
53,0.6440366972477064,0.636697247706422,0.5311926605504587,0.5798165137614679,0.7559633027522936,0.563302752293578,0.5944954128440367,0.6807339449541284,0.8431192660550458,0.5211009174311927
54,0.05917431192660551,0.06009174311926606,0.053669724770642205,0.06743119266055046,0.04541284403669725,0.0408256880733945,0.05825688073394496,0.08761467889908257,0.05917431192660551,0.06009174311926606
55,0.4669724770642202,0.4522935779816514,0.5504587155963303,0.4614678899082569,0.463302752293578,0.41100917431192663,0.42935779816513764,0.48073394495412847,0.43119266055045874,0.5541284403669725
56,0.3165137614678899,0.31009174311926607,0.27522935779816515,0.24954128440366974,0.27522935779816515,0.37522935779816513,0.5284403669724771,0.23853211009174313,0.26422018348623855,0.41100917431192663
57,0.031192660550458717,0.02018348623853211,0.0408256880733945,0.03577981651376147,0.012844036697247707,0.015596330275229359,0.029357798165137616,0.045871559633027525,0.044954128440366975,0.03211009174311927
58,0.41559633027522935,0.4,0.48807339449541287,0.39541284403669724,0.41743119266055045,0.3605504587155963,0.39724770642201834,0.41834862385321103,0.3834862385321101,0.4954128440366973
59,0.8605504587155963,0.8513761467889909,0.828440366972477,0.6605504587155964,0.8743119266055046,0.810091743119266,0.9541284403669725,0.8201834862385321,0.9073394495412844,0.9642201834862385
60,0.9275229357798165,0.9201834862385321,0.9110091743119266,0.8743119266055046,0.9532110091743119,0.8715596330275229,0.9706422018348624,0.8944954128440367,0.9422018348623853,0.8587155963302753
61,0.7825688073394496,0.7807339449541284,0.7302752293577982,0.781651376146789,0.7834862385321101,0.9,0.7348623853211009,0.8027522935779816,0.7165137614678899,0.6
62,0.6155963302752293,0.6614678899082569,0.7513761467889908,0.5192660550458715,0.5844036697247706,0.5825688073394495,0.6486238532110091,0.5981651376146789,0.6,0.5669724770642202
63,0.14770642201834863,0.13853211009174313,0.11834862385321102,0.14678899082568808,0.12385321100917432,0.3128440366972477,0.18073394495412845,0.14036697247706423,0.3486238532110092,0.0798165137614679
64,0.15229357798165138,0.15137614678899083,0.12477064220183487,0.17339449541284405,0.12018348623853212,0.15321100917431194,0.12844036697247707,0.1963302752293578,0.14954128440366973,0.16788990825688074
65,0.23853211009174313,0.22293577981651377,0.3651376146788991,0.2706422018348624,0.22568807339449543,0.22110091743119267,0.22201834862385322,0.2724770642201835,0.22110091743119267,0.30642201834862387
66,0.7137614678899082,0.6889908256880733,0.755045871559633,0.6137614678899083,0.710091743119266,0.655045871559633,0.7220183486238532,0.708256880733945,0.6889908256880733,0.8743119266055046
67,0.25412844036697246,0.24403669724770644,0.3339449541284404,0.24403669724770644,0.21651376146788992,0.23577981651376148,0.26238532110091745,0.29908256880733947,0.21743119266055047,0.326605504587156
68,0.3220183486238532,0.3055045871559633,0.2798165137614679,0.2779816513761468,0.3357798165137615,0.3477064220183486,0.3577981651376147,0.3385321100917431,0.26513761467889907,0.42110091743119266
69,0.1798165137614679,0.1889908256880734,0.1669724770642202,0.3963302752293578,0.15504587155963304,0.15045871559633028,0.1724770642201835,0.2018348623853211,0.2834862385321101,0.12385321100917432
70,0.5871559633027523,0.5706422018348624,0.7073394495412844,0.5568807339449541,0.6284403669724771,0.5064220183486239,0.5651376146788991,0.5660550458715596,0.5513761467889908,0.5743119266055046
71,0.5495412844036697,0.5302752293577981,0.6247706422018349,0.5137614678899083,0.5339449541284403,0.5211009174311927,0.5165137614678899,0.5348623853211009,0.5165137614678899,0.6431192660550459
72,0.3403669724770642,0.326605504587156,0.5266055045871559,0.20733944954128442,0.3779816513761468,0.3853211009174312,0.29357798165137616,0.3559633027522936,0.28990825688073396,0.4559633027522936
73,0.9119266055045872,0.9045871559633027,0.8495412844036697,0.7990825688073394,0.9229357798165138,0.9568807339449541,0.8055045871559633,0.936697247706422,0.8779816513761468,0.9899082568807339
74,0.16422018348623854,0.16238532110091744,0.14678899082568808,0.13394495412844037,0.12935779816513762,0.4018348623853211,0.17889908256880735,0.14862385321100918,0.15412844036697249,0.18256880733944955
75,0.4963302752293578,0.48073394495412847,0.5935779816513761,0.3119266055045872,0.45321100917431195,0.43027522935779816,0.5458715596330275,0.5293577981651376,0.43486238532110094,0.7376146788990826
76,0.7770642201834862,0.763302752293578,0.6954128440366972,0.726605504587156,0.7467889908256881,0.8229357798165138,0.689908256880734,0.8522935779816514,0.7146788990825688,0.9247706422018349
77,0.9211009174311927,0.9229357798165138,0.9137614678899083,0.9495412844036697,0.9055045871559633,0.9458715596330275,0.8330275229357799,0.9385321100917431,0.9027522935779817,0.7862385321100918
78,0.44678899082568807,0.43394495412844036,0.42201834862385323,0.6229357798165137,0.41926605504587156,0.5073394495412844,0.5357798165137615,0.43486238532110094,0.46422018348623856,0.26880733944954127
79,0.38440366972477064,0.3798165137614679,0.4871559633027523,0.3155963302752294,0.40642201834862385,0.3238532110091743,0.3981651376146789,0.3642201834862385,0.38807339449541284,0.4688073394495413
80,0.831651376146789,0.831651376146789,0.7747706422018349,0.8793577981651376,0.8628440366972477,0.7738532110091743,0.7729357798165137,0.9022935779816513,0.8087155963302752,0.7848623853211009
81,0.791743119266055,0.7761467889908257,0.7660550458715596,0.8880733944954129,0.763302752293578,0.8504587155963302,0.7110091743119266,0.7477064220183486,0.7422018348623853,0.7192660550458716
82,0.6137614678899083,0.5963302752293578,0.7834862385321101,0.5660550458715596,0.6238532110091743,0.5513761467889908,0.5788990825688073,0.6119266055045871,0.618348623853211,0.5724770642201835
83,0.001834862385321101,0.003211009174311927,0.0022935779816513763,0.001834862385321101,0.003211009174311927,0.0022935779816513763,0.003211009174311927,0.0022935779816513763,0.001834862385321101,0.001834862385321101
84,0.744954128440367,0.7669724770642202,0.7238532110091743,0.8146788990825689,0.708256880733945,0.7825688073394496,0.7302752293577982,0.7055045871559633,0.7110091743119266,0.6293577981651376
85,0.5275229357798165,0.5119266055045871,0.5422018348623853,0.5422018348623853,0.5055045871559632,0.5412844036697247,0.47706422018348627,0.5055045871559632,0.46788990825688076,0.653211009174312
86,0.634862385321101,0.7256880733944954,0.5238532110091743,0.5321100917431193,0.8146788990825689,0.5715596330275229,0.9779816513761468,0.581651376146789,0.5963302752293578,0.3761467889908257
87,0.03486238532110092,0.035321100917431195,0.02431192660550459,0.0426605504587156,0.016972477064220184,0.044036697247706424,0.02431192660550459,0.05091743119266055,0.05,0.03577981651376147
88,0.6807339449541284,0.6944954128440367,0.5788990825688073,0.6302752293577981,0.7752293577981652,0.6018348623853211,0.7174311926605504,0.6339449541284403,0.7788990825688074,0.6467889908256881
89,0.8614678899082568,0.8541284403669724,0.8779816513761468,0.8220183486238533,0.8706422018348624,0.8550458715596331,0.8733944954128441,0.844954128440367,0.8899082568807339,0.7788990825688074
90,0.3688073394495413,0.3587155963302752,0.41834862385321103,0.3440366972477064,0.38807339449541284,0.3422018348623853,0.355045871559633,0.3871559633027523,0.3385321100917431,0.36972477064220183
91,0.9311926605504587,0.9174311926605505,0.8743119266055046,0.8917431192660551,0.9284403669724771,0.8761467889908257,0.9844036697247707,0.9073394495412844,0.9385321100917431,0.9091743119266055
