"H_Rank","Indeterminate_adj","Altitude","Slope","AMT","AP","MDTR","ISO","TS","PS","MTWQ","PDQ","RAD","WIND","AI","ET0","AMTd","APd","AMTsd","APsd","CSI","BULK","ECE","OC","PH","SAND","Soildiv"
0.244036697,0.790422933,4839.457751,1.988715495,-0.245423607,393.6698466,12.92738375,37.967581,796.8354466,112.4982133,9.33476554,6.624128568,16890.34444,3.606868712,0.316166926,1246.678873,115.9271015,120.6138548,0.220393184,0.114337111,0.447372295,1.436625086,0.198869892,1.507622344,5.33487915,43.75467821,24
0.811926606,0.749560021,1856.526996,2.458582241,3.129759098,332.527479,12.92825991,28.98587419,1137.859579,50.09069697,15.73638573,34.18122882,15133.73044,2.035479584,0.306122352,1133.232798,21.70276632,81.94828348,0.148277314,0.036492739,0.260691022,1.398452922,0.24626492,1.779280943,7.24775307,34.40253426,24
0.274770642,0.667781918,1231.591282,0.540535315,6.361794956,47.78212468,14.29105707,29.59168875,1273.498097,102.34551,21.58123942,0.91889313,16710.43792,3.577544565,0.027794561,1716.617048,15.36052269,21.45896947,0.20941714,0.012424242,0.370633965,1.36770675,2.941316801,0.423250633,7.668606941,35.48727735,5
0.437614679,0.679497573,66.19637736,0.055564672,14.90746898,748.5778285,10.54540351,29.52296932,959.0810703,78.67828783,26.47822918,40.74411471,14914.99992,2.257120001,0.546777072,1369.763875,-81.81866884,224.4863033,0.165755095,0.138666603,0.410952102,1.406732047,0.462455413,0.753327867,7.563924969,40.81645028,33
0.273394495,0.656123998,1164.650548,0.505837436,1.883708897,207.2209432,13.22860448,25.08055099,1492.711059,114.4183682,19.33621578,4.343728199,15687.05724,4.100304635,0.150011002,1384.651109,66.94398516,80.21068787,0.199552019,0.035263994,0.337146695,1.572917562,0.31232036,0.67110785,7.660331944,69.11120413,18
0.681651376,0.707090502,6.600320763,0.018536866,12.7304361,515.367704,11.43810824,28.2394276,1112.622227,141.056565,25.63532349,12.55816749,15525.80088,2.343521535,0.351272719,1467.509483,-49.34522839,197.9351543,0.159372471,0.063599438,0.353078342,1.408914755,0.512962464,0.614805671,7.7992454,39.0026713,29
0.593577982,0.70658834,2983.901697,6.357059915,-2.85457779,321.789297,12.25232531,30.09622387,1026.802012,81.82788893,8.815159385,14.61348955,14788.40759,2.643071561,0.424453211,839.2561748,100.1371258,109.2425586,0.184527195,0.020950374,0.286589564,1.318421158,0.145269158,1.425062672,5.77682072,40.57017099,14
0.17706422,0.794250575,10.51118935,0.013082041,13.01582843,462.2503041,11.20931256,27.51429555,1124.102633,131.0082864,26.17856686,13.24496554,16092.26292,2.409301917,0.310950784,1485.313083,-53.34030078,131.1199486,0.159013775,0.066886391,0.359501608,1.413776152,0.608784964,0.580842696,7.9808623,35.26138667,18
0.988073394,0.711901927,167.6746525,0.683028535,3.34343639,551.3515101,10.90879467,21.6836703,1460.134488,90.70782247,20.20246648,18.29069008,13476.04327,3.308325913,0.539110906,1023.574556,67.19005124,94.87141755,0.240280191,0.027972232,0.313064933,1.388879711,0.109618467,1.321690511,6.459330678,38.36242805,22
0.797247706,0.690097643,1872.287142,1.712850208,6.727337477,510.5056211,10.67431045,30.12172871,898.1333157,82.83252656,17.47448967,12.90447594,14716.44551,2.232050242,0.483507101,1062.135186,10.09127854,68.4497591,0.155726707,0.082569945,0.361407006,1.409913403,0.329530064,0.857725,7.693303554,40.36938761,19
0.268807339,0.614145418,1333.269475,4.407450852,17.23545137,1531.601898,8.454848416,43.06628754,442.1402493,85.12296766,21.88631273,65.85000505,14622.59056,1.851456878,1.279285899,1201.496417,-97.95269842,204.8564651,0.133102451,0.091741839,0.258608861,1.331138573,0.106843648,1.752613282,5.124154729,38.40234178,34
0.83853211,0.744154206,352.3881659,0.097334973,8.631936119,135.9127879,11.6318692,21.10775949,1616.149108,43.26029205,26.72249493,16.51836364,15100.19621,2.563337883,0.081767212,1664.555333,-31.69703358,66.70818182,0.214905699,0.00840481,0.419686071,1.531409693,2.149569662,0.589596973,6.626975631,65.77206061,20
0.312844037,0.656440156,1069.398611,0.508750493,8.477799403,43.92129105,14.20918979,27.7115609,1371.598802,104.4530844,24.7880001,0.00198188,16979.46371,3.692129092,0.021659145,2024.998018,13.20514935,14.21602492,0.206040816,0.016838554,0.311857761,1.441160826,2.259541356,0.488932622,7.47734992,48.51274066,7
0.540366972,0.634287238,414.5946369,1.569343361,16.47677243,1276.138533,7.83745858,26.32852691,804.6489622,57.4478924,26.05759297,121.9097944,12910.55581,1.575295249,1.154708361,1104.93741,-101.8110661,135.1610652,0.148692777,0.072849779,0.328108859,1.360537875,0.12103786,1.415259092,5.426507894,37.86912981,26
0.741284404,0.755457351,3654.53934,1.574608192,0.757385202,709.5990849,14.81599287,41.45940336,715.5850896,87.24519074,9.064118054,15.11288247,13806.78473,2.585957008,0.732226809,972.7362025,65.46277554,206.2875322,0.198497317,0.070854021,0.342823827,1.401785809,0.102852446,4.112840365,6.519673985,37.63304261,18
0.958715596,0.713253203,4347.116922,6.223059568,1.099267537,612.9500186,12.74693855,43.40000582,620.8380354,86.07352727,8.355049039,19.44536313,14582.80199,3.04429857,0.622640104,1001.579888,91.04429547,256.9577654,0.244820432,0.082111785,0.374389606,1.471290863,0.130994415,1.420317303,6.505035343,44.90234637,14
0.202752294,0.724848065,1543.438599,10.284729,18.36435191,979.1111111,11.05462954,48.70886866,459.5857137,83.36541409,23.41666645,25.11111111,16859.2963,1.194444454,0.653888889,1497.555556,-110.7467592,209.2222222,0.120915178,0.020950374,0.274135958,1.407777747,0.100000001,1.728888843,4.988888899,48.88888889,2
0.259633028,0.653141156,1103.941205,0.421041434,2.476753319,169.0160674,13.61716176,25.41919607,1501.651141,114.1784467,20.05761365,3.474570781,15842.54886,4.144086491,0.118878179,1424.473599,59.48238986,59.08558471,0.191981861,0.033959341,0.320622534,1.387017812,0.788040182,0.807696781,7.819980839,43.83576288,15
0.644036697,0.70346915,3552.029717,7.578897933,5.715161654,733.858482,11.39467417,43.31907868,554.8458827,81.50795911,12.07853669,25.26171757,13865.99069,2.781321184,0.680613796,1094.95827,22.40861494,155.190505,0.216377358,0.099838563,0.350239851,1.401014494,0.119262173,1.002492441,6.491140003,41.23790445,29
0.059174312,0.746156914,924.3623051,1.286712003,7.21503522,41.71691176,14.0772212,28.26256235,1344.613528,107.098226,22.99194238,0.568014706,16411.85631,3.060431981,0.024794301,1684.834559,15.47054993,21.03492647,0.209251698,0.006366183,0.360998619,1.472720591,2.102757353,0.483051478,7.616176451,51.06433824,5
0.466972477,0.614313096,310.9712521,1.76056582,18.8439702,1734.690242,7.549513401,28.41127647,712.8686076,68.18232418,26.92943532,153.4450429,13839.41199,1.79674342,1.395202475,1244.750429,-126.048926,152.688993,0.121859409,0.10403669,0.297432968,1.246787663,0.1137783,1.408438726,5.207861202,27.70991413,16
0.316513761,0.785729475,4833.390902,3.020041458,-1.93556891,509.1121159,13.81280082,39.57223983,805.4083397,101.7349194,7.801083175,37.15622703,16510.34453,3.157190118,0.450269041,1125.057712,144.5150266,119.2850316,0.211386555,0.084431032,0.498528078,1.514145712,0.100963095,1.506484323,5.833744933,48.25974121,13
0.031192661,0.708688711,922.133985,0.126902781,11.95936189,44.71447239,16.15151364,31.93854617,1298.126808,97.47224238,26.52470217,1.593792878,16253.90588,2.012856916,0.02439474,1831.14786,-37.94648588,33.8676903,0.140672271,0.027300106,0.421288493,1.689589721,0.100000001,0.435172826,5.769238629,87.04985299,6
0.41559633,0.619162286,526.4812327,2.981476136,17.8202393,1560.34546,7.825459933,28.86128846,706.0923569,60.5476255,25.90430012,135.0219994,13751.0885,2.013876561,1.332784118,1176.21805,-113.6954634,-85.99129353,0.134808699,0.059438314,0.301571598,1.364948674,0.124175998,1.21531639,5.649051681,40.65959266,26
0.860550459,0.761772575,653.1480823,2.030653839,2.247201136,618.9567364,12.36508362,25.11638924,1368.529759,101.3027154,18.15586825,13.9858051,13479.81573,2.965706964,0.648159057,962.2823551,64.82826637,142.9930877,0.235896981,0.028179923,0.33313481,1.382639612,0.103783252,1.113803622,6.343263605,38.82472382,19
0.927522936,0.716917576,3826.575399,6.58717372,2.178323796,722.4049424,13.02500426,41.0243304,651.5733569,86.09060057,9.784268843,15.17269281,12996.06136,2.851551486,0.803587615,926.9990523,62.21681337,39.20243476,0.200770231,0.07094328,0.341524237,1.446801269,0.123334307,1.445201186,6.656116011,42.3458959,15
0.782568807,0.793429896,3386.301099,2.919841442,1.200958368,220.4274526,13.82891133,34.94830045,947.4050263,95.1438912,12.43569891,7.828867821,16628.44506,3.065080263,0.172067683,1328.098653,73.62820486,79.1055235,0.201276389,0.03458478,0.330741464,1.485440362,1.316694174,0.894548631,6.867099448,53.74106897,28
0.61559633,0.68420179,92.22406569,0.839775718,11.81887902,637.2017136,8.059651166,23.89533011,987.3377241,99.69038968,23.26840882,32.12264382,15815.25873,4.04098735,0.46361575,1355.62448,-34.29954838,102.4373624,0.198037868,0.066603312,0.371359915,1.416360321,0.146454415,0.778803671,6.566618505,49.1647371,29
0.147706422,0.681193307,1334.533622,0.254952064,8.615148102,116.3059931,14.64806179,31.83845974,1166.820686,88.60905035,22.43012101,4.992458623,16446.99021,2.944603689,0.065774947,1770.530566,-9.019595624,46.60998398,0.177123747,0.034223556,0.310479991,1.548758032,2.417225104,0.536183936,6.572677392,66.61458889,19
0.152293578,0.748002671,1266.7722,0.358466115,8.89531412,59.53836634,14.9190849,30.13252844,1284.68317,98.02271369,24.21338479,0.029247004,16960.00681,3.567830468,0.029161855,2044.38438,10.84450641,19.56435644,0.197610562,0.020993855,0.314534204,1.604710171,0.30213002,0.441550291,6.335265655,73.69587024,4
0.23853211,0.591969234,55.00943718,0.402224348,24.31177019,1722.65836,6.886577816,39.86907611,380.4958421,70.38829234,28.28922115,89.53162454,17102.54612,2.669379176,1.091031826,1558.913255,-173.1669033,74.83881469,0.099211217,0.051101506,0.216239709,1.355588218,0.131567849,1.597163104,5.306034679,45.04640262,37
0.713761468,0.666902007,788.1467101,2.348933994,14.97596306,924.2765446,7.657653493,27.43082104,744.8167701,95.26058685,23.91611479,18.69179827,11874.67017,1.3299305,0.926977207,997.1494069,-80.00533379,71.88676224,0.134781924,0.153815008,0.351779345,1.409069187,0.192860786,0.942176708,7.338083142,42.55359872,19
0.25412844,0.807955509,971.6847928,0.23195068,10.8088555,36.40567802,16.73165108,33.5736259,1257.580199,96.94777518,25.10257741,0.805811623,16823.13485,2.006201289,0.0201567,1802.940414,-64.92788465,27.79158317,0.150364896,0.033064615,0.38768939,1.556292602,6.776446124,0.558093524,6.383072702,69.89144957,18
0.322018349,0.645087802,96.72030841,1.605269286,16.31614608,1273.064211,6.853488468,23.88728989,803.9003565,42.49686902,25.96232785,156.9586859,14430.70259,4.242429899,0.998139876,1219.185167,-92.43718091,-163.5527091,0.126319327,0.079867883,0.276095223,1.279177744,0.173954377,1.630708154,5.600332796,32.47053232,28
0.179816514,0.766857079,3929.043648,3.126143072,-1.160933805,227.342563,13.35700629,34.78508032,914.7885857,95.39091958,9.712974806,8.454570753,16385.47062,3.20645378,0.215635989,1179.020801,102.5139653,100.783011,0.19835031,0.030561885,0.342059203,1.554451094,2.165333302,1.251785857,6.185814505,54.4535272,18
0.587155963,0.649804516,94.45964095,0.575811274,15.51037328,1101.729179,8.878320353,27.05530734,907.759445,55.85256858,26.31842478,101.1121142,14870.53081,2.379258877,0.861791955,1281.049505,-83.77136813,244.3828626,0.169655896,0.092124009,0.389743223,1.362769349,0.195187834,1.097877112,6.573849811,35.59806348,41
0.549541284,0.638144942,642.4235139,3.548286312,15.55813247,1780.046396,8.367932343,28.49891723,752.4364513,56.9801347,24.4618936,168.2532114,14429.24876,2.369878716,1.496302607,1198.532341,-80.2665615,29.04375094,0.163094337,0.063192413,0.360734826,1.313174388,0.119208103,1.651734155,5.189345757,32.63412423,32
0.340366972,0.766857079,5427.919122,2.48898513,-8.992235499,54.32611599,13.75276274,34.58414926,941.869042,125.421435,2.606861161,0.447873462,15479.067,3.821667836,0.05948923,988.1631634,198.3482214,-62.76386643,0.219547282,0.044621338,0.373478804,1.16894413,0.210390157,0.772568701,4.226446391,47.09644991,11
0.911926606,0.759152648,4788.466279,5.007983777,0.692138582,303.1589836,14.30989619,45.68279558,628.6116987,81.99153368,8.106787343,23.19811109,16948.69912,3.446732502,0.240968616,1240.505584,118.9647568,-103.5778427,0.193033707,0.125229493,0.438464543,1.523442765,0.113222399,1.534363221,6.110508887,49.97159133,23
0.164220183,0.772578521,5119.566013,1.553083969,-6.700723852,313.8672019,13.14109765,35.87065948,885.9636922,120.3109174,4.028434234,4.478044621,16277.5266,4.001900665,0.337531683,935.6198664,170.018972,59.26239875,0.240647281,0.065519852,0.385804234,1.434037939,0.135022028,1.639159459,6.339221185,42.25216712,15
0.496330275,0.744076283,4718.402718,1.201211636,-5.550597821,251.4821791,13.97293665,38.12307458,853.5672122,114.5012931,4.687430854,3.176738324,16343.98267,3.975544431,0.261376241,966.6146628,145.370066,90.87003711,0.219380619,0.054960859,0.386497709,1.500387232,0.099264759,1.505961051,5.634577262,48.28247322,10
0.77706422,0.762868951,4187.653422,3.398149018,-3.508644153,421.4944561,13.21054678,35.57604279,854.70716,96.13795893,6.502188305,10.35747368,15317.39202,3.216730408,0.468148498,927.4875789,116.3085488,82.16877193,0.219949874,0.051188354,0.3481037,1.54734106,0.135684212,1.460165585,5.865501615,51.82729825,18
0.921100917,0.720021613,149.3668949,0.155587392,3.630785218,512.2676786,11.56035019,21.98902362,1535.870349,112.6621575,21.42560915,10.51994048,13612.45912,3.575547119,0.453929012,1128.84006,64.0767376,128.2070833,0.254678048,0.026974087,0.353939319,1.350525596,0.15324405,1.889098248,6.745726262,33.63410714,24
0.446788991,0.643533956,850.2252404,1.526731452,-5.098722794,507.2036479,15.20486474,26.14607483,1638.48894,105.0636781,14.28980879,14.07068464,12135.96456,1.936506732,0.680502453,745.429659,137.4876372,139.0938409,0.227520788,0.01795853,0.300011917,1.394892392,0.100000001,0.956022207,6.506486896,40.13518372,6
0.38440367,0.635326893,366.1401281,1.752876228,15.14433154,1053.146875,8.492196634,27.05998927,851.0497715,62.14101495,25.33378129,65.33597709,13791.98723,1.988431724,0.897649776,1174.860909,-80.20706745,227.7514137,0.161854443,0.087254902,0.332051418,1.396148193,0.14419476,0.935255951,6.577388593,46.60130719,24
0.831651376,0.724316798,673.067552,0.372705143,1.786854739,195.880531,13.11655611,24.59729212,1523.456142,110.4076065,20.0464603,5.433628319,14507.43105,3.775663699,0.160245133,1221.544248,73.06119102,37.52212389,0.211428568,0.033979501,0.307264008,1.317566345,0.596017711,1.40238937,7.149115136,30.26106195,6
0.791743119,0.696983598,1443.388413,1.565093235,7.292710419,179.5448726,13.4257151,30.00638697,1155.257841,96.13045329,20.9537994,4.774503267,16710.44588,2.996649555,0.113390992,1615.718562,10.77357453,41.23096413,0.170517325,0.059919846,0.375040559,1.51253167,1.284878015,0.661014137,7.364921917,62.74216562,34
0.613761468,0.629680145,715.1731263,2.900632914,16.11434076,1068.70641,6.940433636,26.55994544,701.542176,76.60985122,24.38494974,55.08401207,11833.61943,1.390135747,1.066971538,1001.492836,-116.3247241,161.8169683,0.137904047,0.057189821,0.298002806,1.379479615,0.136018103,1.228535463,5.731161411,38.22164404,20
0.001834862,0.693098461,1096.375222,0.049795559,12.06610211,34.86040037,17.22438459,33.56875519,1282.44145,86.02593934,26.14581734,0.29013655,16053.89397,1.627490156,0.020673532,1681.667639,-33.35123847,20.79331831,0.142639911,0.042022068,0.303286015,1.639878072,0.101537851,0.419336477,5.684548413,84.10413629,6
0.744954128,0.720222818,1252.570025,1.657153009,5.595583645,366.7723905,12.60183392,28.39646333,1210.17532,100.3095574,19.7085879,10.42993631,15741.79098,3.324691819,0.260459593,1410.985441,36.24474522,125.7414533,0.166797869,0.073956988,0.367093021,1.410594682,0.883913943,1.091934889,7.405667581,40.64240218,55
0.527522936,0.633278798,480.4378458,3.227989006,18.06725542,1659.260203,8.607374443,31.48395757,672.7075947,61.29752709,25.93013961,155.5958116,14692.0713,2.067291215,1.282006022,1297.245397,-103.4103451,-60.77255293,0.147739466,0.052872368,0.313869902,1.303556297,0.124255909,1.26557303,5.202439549,32.80423443,20
0.634862385,0.772607156,325.870093,1.004913567,1.733054581,592.99442,12.13011699,22.55578924,1543.205228,107.3210679,19.4970367,15.33444934,13370.06123,3.501532058,0.592211724,1005.132276,76.43008835,80.76687225,0.240334656,0.030315427,0.323490146,1.386805274,0.108105729,1.334745394,6.391306922,38.50825257,21
